model_ID,model,Npar,n_elements,df,Deviance,p.value
6,Fe,181,1,1,85.55434333841868,2.2542060399374925e-20
8,Mg,181,1,1,34.441940423195774,4.3915748937659135e-9
9,Mn,181,1,1,11.976792670074246,5.386721973094595e-4
11,S,181,1,1,123.18293197555067,1.271669390770098e-28
18,Al+Fe,181,2,1,85.55434333841868,2.2542060399374925e-20
20,Al+Mg,181,2,1,34.441940423195774,4.3915748937659135e-9
21,Al+Mn,181,2,1,11.976792670074246,5.386721973094595e-4
23,Al+S,181,2,1,123.18293197555067,1.271669390770098e-28
29,As+Fe,182,2,2,85.80268461266223,2.334445665441058e-19
31,As+Mg,182,2,2,34.5184700582663,3.194548345158797e-8
32,As+Mn,182,2,2,12.116557775397268,0.002338422113110739
34,As+S,182,2,2,123.66520490331368,1.4010123174045073e-27
39,Ca+Fe,182,2,2,87.5496401858154,9.746241923593349e-20
41,Ca+Mg,182,2,2,35.677128903894754,1.789822211982458e-8
42,Ca+Mn,182,2,2,12.978574016976381,0.0015196321066950833
44,Ca+S,182,2,2,125.34675965768338,6.0436176117290184e-28
48,Cu+Fe,182,2,2,86.0729479763977,2.0393737566394705e-19
50,Cu+Mg,182,2,2,34.71352470400416,2.8977031094628713e-8
51,Cu+Mn,182,2,2,12.12082722578998,0.0023334355488719956
53,Cu+S,182,2,2,124.43223992922049,9.547340549541265e-28
56,Er+Fe,181,2,1,85.55434333841868,2.2542060399374925e-20
58,Er+Mg,181,2,1,34.441940423195774,4.3915748937659135e-9
59,Er+Mn,181,2,1,11.976792670074246,5.386721973094595e-4
61,Er+S,181,2,1,123.18293197555067,1.271669390770098e-28
64,Fe+K,182,2,2,85.68703818389031,2.4734097764194735e-19
65,Fe+Mg,182,2,2,104.61837103385824,1.916061202587636e-23
66,Fe+Mn,182,2,2,94.92957304156744,2.4339134424771626e-21
67,Fe+O,181,2,1,85.55434333841868,2.2542060399374925e-20
68,Fe+S,182,2,2,153.0516757321634,5.824395957059606e-34
69,Fe+Si,181,2,1,85.55434333841868,2.2542060399374925e-20
70,Fe+Ti,181,2,1,85.55434333841868,2.2542060399374925e-20
71,K+Mg,182,2,2,34.68228617808927,2.943318407610026e-8
72,K+Mn,182,2,2,12.19194334317217,0.0022519209496985604
74,K+S,182,2,2,123.39649627065546,1.6024751064757027e-27
77,Mg+Mn,182,2,2,44.93774333399642,1.745392158276068e-10
78,Mg+O,181,2,1,34.441940423195774,4.3915748937659135e-9
79,Mg+S,182,2,2,136.02637570583533,2.8989973531103795e-30
80,Mg+Si,181,2,1,34.441940423195774,4.3915748937659135e-9
81,Mg+Ti,181,2,1,34.441940423195774,4.3915748937659135e-9
82,Mn+O,181,2,1,11.976792670074246,5.386721973094595e-4
83,Mn+S,182,2,2,130.87294525097036,3.813300439885339e-29
84,Mn+Si,181,2,1,11.976792670074246,5.386721973094595e-4
85,Mn+Ti,181,2,1,11.976792670074246,5.386721973094595e-4
86,O+S,181,2,1,123.18293197555067,1.271669390770098e-28
89,S+Si,181,2,1,123.18293197555067,1.271669390770098e-28
90,S+Ti,181,2,1,123.18293197555067,1.271669390770098e-28
95,Al+As+Fe,182,3,2,85.80268461266223,2.334445665441058e-19
97,Al+As+Mg,182,3,2,34.5184700582663,3.194548345158797e-8
98,Al+As+Mn,182,3,2,12.116557775397268,0.002338422113110739
100,Al+As+S,182,3,2,123.66520490331368,1.4010123174045073e-27
105,Al+Ca+Fe,182,3,2,87.5496401858154,9.746241923593349e-20
107,Al+Ca+Mg,182,3,2,35.677128903894754,1.789822211982458e-8
108,Al+Ca+Mn,182,3,2,12.978574016976381,0.0015196321066950833
110,Al+Ca+S,182,3,2,125.34675965768338,6.0436176117290184e-28
114,Al+Cu+Fe,182,3,2,86.0729479763977,2.0393737566394705e-19
116,Al+Cu+Mg,182,3,2,34.71352470400416,2.8977031094628713e-8
117,Al+Cu+Mn,182,3,2,12.12082722578998,0.0023334355488719956
119,Al+Cu+S,182,3,2,124.43223992922049,9.547340549541265e-28
122,Al+Er+Fe,181,3,1,85.55434333841868,2.2542060399374925e-20
124,Al+Er+Mg,181,3,1,34.441940423195774,4.3915748937659135e-9
125,Al+Er+Mn,181,3,1,11.976792670074246,5.386721973094595e-4
127,Al+Er+S,181,3,1,123.18293197555067,1.271669390770098e-28
130,Al+Fe+K,182,3,2,85.68703818389031,2.4734097764194735e-19
131,Al+Fe+Mg,182,3,2,104.61837103385824,1.916061202587636e-23
132,Al+Fe+Mn,182,3,2,94.92957304156744,2.4339134424771626e-21
133,Al+Fe+O,181,3,1,85.55434333841868,2.2542060399374925e-20
134,Al+Fe+S,182,3,2,153.0516757321634,5.824395957059606e-34
135,Al+Fe+Si,181,3,1,85.55434333841868,2.2542060399374925e-20
136,Al+Fe+Ti,181,3,1,85.55434333841868,2.2542060399374925e-20
137,Al+K+Mg,182,3,2,34.68228617808927,2.943318407610026e-8
138,Al+K+Mn,182,3,2,12.19194334317217,0.0022519209496985604
140,Al+K+S,182,3,2,123.39649627065546,1.6024751064757027e-27
143,Al+Mg+Mn,182,3,2,44.93774333399642,1.745392158276068e-10
144,Al+Mg+O,181,3,1,34.441940423195774,4.3915748937659135e-9
145,Al+Mg+S,182,3,2,136.02637570583533,2.8989973531103795e-30
146,Al+Mg+Si,181,3,1,34.441940423195774,4.3915748937659135e-9
147,Al+Mg+Ti,181,3,1,34.441940423195774,4.3915748937659135e-9
148,Al+Mn+O,181,3,1,11.976792670074246,5.386721973094595e-4
149,Al+Mn+S,182,3,2,130.87294525097036,3.813300439885339e-29
150,Al+Mn+Si,181,3,1,11.976792670074246,5.386721973094595e-4
151,Al+Mn+Ti,181,3,1,11.976792670074246,5.386721973094595e-4
152,Al+O+S,181,3,1,123.18293197555067,1.271669390770098e-28
155,Al+S+Si,181,3,1,123.18293197555067,1.271669390770098e-28
156,Al+S+Ti,181,3,1,123.18293197555067,1.271669390770098e-28
160,As+Ca+Fe,183,3,3,87.7964377175881,6.513119311222662e-19
162,As+Ca+Mg,183,3,3,35.75435070368576,8.439556704586214e-8
163,As+Ca+Mn,183,3,3,13.12150341244569,0.004381080908984064
165,As+Ca+S,183,3,3,125.86826817289057,4.2010825356771456e-27
169,As+Cu+Fe,183,3,3,86.33089554423759,1.3441674144058229e-18
171,As+Cu+Mg,183,3,3,34.793518827934804,1.3469648555037148e-7
172,As+Cu+Mn,183,3,3,12.263960315205168,0.006531533166580374
174,As+Cu+S,183,3,3,124.93997656285501,6.658168787070924e-27
