model_ID,model,Npar,n_elements,df,Deviance,p.value
4,Ca,106,1,1,17.190957292760686,3.380416346425494e-5
5,Fe,106,1,1,17.71541984995156,2.565386047535346e-5
13,P,106,1,1,6.16978101079485,0.012995069376805527
14,S,106,1,1,28.872271645322144,7.731178843127672e-8
18,Al+Ca,107,2,2,18.6266500887009,9.021408010521016e-5
19,Al+Fe,107,2,2,17.906847048930103,1.2929376113089943e-4
27,Al+P,107,2,2,7.4330418017402735,0.024318427057930005
28,Al+S,107,2,2,28.88364424001702,5.345598601214117e-7
31,Ba+Ca,106,2,1,17.190957292760686,3.380416346425494e-5
32,Ba+Fe,106,2,1,17.71541984995156,2.565386047535346e-5
40,Ba+P,106,2,1,6.16978101079485,0.012995069376805527
41,Ba+S,106,2,1,28.872271645322144,7.731178843127672e-8
43,C+Ca,106,2,1,17.190957292760686,3.380416346425494e-5
44,C+Fe,106,2,1,17.71541984995156,2.565386047535346e-5
52,C+P,106,2,1,6.16978101079485,0.012995069376805527
53,C+S,106,2,1,28.872271645322144,7.731178843127672e-8
55,Ca+Fe,107,2,2,27.25123937535227,1.2091176397974838e-6
56,Ca+Hg,107,2,2,17.193671021152113,1.8468931729475024e-4
57,Ca+Ir,106,2,1,17.190957292760686,3.380416346425494e-5
58,Ca+K,107,2,2,17.360552751033993,1.6990410377498025e-4
59,Ca+Mg,107,2,2,17.706657741557137,1.4290523055723287e-4
60,Ca+Mn,107,2,2,17.36041151516747,1.6991610247529812e-4
61,Ca+Na,107,2,2,17.603103781194477,1.5049933526977284e-4
62,Ca+O,106,2,1,17.190957292760686,3.380416346425494e-5
63,Ca+P,107,2,2,21.175971072720586,2.5217167727762695e-5
64,Ca+S,107,2,2,34.72534433128476,2.8806287270050153e-8
65,Ca+Si,106,2,1,17.190957292760686,3.380416346425494e-5
66,Fe+Hg,107,2,2,17.722983037772792,1.417434933239657e-4
67,Fe+Ir,106,2,1,17.71541984995156,2.565386047535346e-5
68,Fe+K,107,2,2,17.854912646691446,1.3269512910770546e-4
69,Fe+Mg,107,2,2,17.91373236004756,1.2884941255384623e-4
70,Fe+Mn,107,2,2,17.783009385289006,1.3755252791013958e-4
71,Fe+Na,107,2,2,17.761698109792178,1.3902607466664694e-4
72,Fe+O,106,2,1,17.71541984995156,2.565386047535346e-5
73,Fe+P,107,2,2,22.73626657909108,1.1557993417988419e-5
74,Fe+S,107,2,2,32.233554089386416,1.0013194760085938e-7
75,Fe+Si,106,2,1,17.71541984995156,2.565386047535346e-5
82,Hg+P,107,2,2,6.176068003103865,0.045591499169957944
83,Hg+S,107,2,2,28.98299138295033,5.086550805393192e-7
90,Ir+P,106,2,1,6.16978101079485,0.012995069376805527
91,Ir+S,106,2,1,28.872271645322144,7.731178843127672e-8
97,K+P,107,2,2,6.2601947782718526,0.04371353982156903
98,K+S,107,2,2,29.554446526502943,3.82237664565625e-7
103,Mg+P,107,2,2,7.559458864045155,0.022828867350017285
104,Mg+S,107,2,2,28.8761622624379,5.365633878161839e-7
108,Mn+P,107,2,2,6.48051886748317,0.03915373598101248
109,Mn+S,107,2,2,28.872271652956897,5.376081830111284e-7
112,Na+P,107,2,2,6.6137316681156335,0.03663080103849225
113,Na+S,107,2,2,28.87227948479267,5.376060777857504e-7
115,O+P,106,2,1,6.16978101079485,0.012995069376805527
116,O+S,106,2,1,28.872271645322144,7.731178843127672e-8
