model_ID,model,Npar,n_elements,df,Deviance,p.value
11,S,65,1,1,5.339781567777663,0.02084408474118097
57,Hg+S,65,2,1,5.339781567777663,0.02084408474118097
66,K+S,66,2,2,6.4999586937249205,0.03877500864903902
81,Mn+S,66,2,2,7.523295195001992,0.02324540972785158
92,O+S,65,2,1,5.339781567777663,0.02084408474118097
96,Pb+S,65,2,1,5.339781567777663,0.02084408474118097
100,S+Si,65,2,1,5.339781567777663,0.02084408474118097
159,Al+Mn+S,67,3,3,8.4045429543296,0.038350629356715044
225,Ca+Mn+S,67,3,3,8.399506016988653,0.038437884741072174
310,Hg+K+S,66,3,2,6.4999586937249205,0.03877500864903902
325,Hg+Mn+S,66,3,2,7.523295195001992,0.02324540972785158
336,Hg+O+S,65,3,1,5.339781567777663,0.02084408474118097
340,Hg+Pb+S,65,3,1,5.339781567777663,0.02084408474118097
344,Hg+S+Si,65,3,1,5.339781567777663,0.02084408474118097
361,K+Mn+S,67,3,3,8.73493405774093,0.03303078549700572
372,K+O+S,66,3,2,6.4999586937249205,0.03877500864903902
376,K+Pb+S,66,3,2,6.4999586937249205,0.03877500864903902
380,K+S+Si,66,3,2,6.4999586937249205,0.03877500864903902
416,Mn+Mo+S,67,3,3,7.833970279615187,0.049570603715656095
421,Mn+O+S,66,3,2,7.523295195001992,0.02324540972785158
425,Mn+Pb+S,66,3,2,7.523295195001992,0.02324540972785158
429,Mn+S+Si,66,3,2,7.523295195001992,0.02324540972785158
450,O+Pb+S,65,3,1,5.339781567777663,0.02084408474118097
454,O+S+Si,65,3,1,5.339781567777663,0.02084408474118097
460,Pb+S+Si,65,3,1,5.339781567777663,0.02084408474118097
611,Al+Hg+Mn+S,67,4,3,8.4045429543296,0.038350629356715044
647,Al+K+Mn+S,68,4,4,9.517876256648151,0.049381223243289946
707,Al+Mn+O+S,67,4,3,8.4045429543296,0.038350629356715044
711,Al+Mn+Pb+S,67,4,3,8.4045429543296,0.038350629356715044
715,Al+Mn+S+Si,67,4,3,8.4045429543296,0.038350629356715044
831,Ca+Hg+Mn+S,67,4,3,8.399506016988653,0.038437884741072174
867,Ca+K+Mn+S,68,4,4,9.54721345612188,0.04878610403905558
927,Ca+Mn+O+S,67,4,3,8.399506016988653,0.038437884741072174
931,Ca+Mn+Pb+S,67,4,3,8.399506016988653,0.038437884741072174
935,Ca+Mn+S+Si,67,4,3,8.399506016988653,0.038437884741072174
1152,Hg+K+Mn+S,67,4,3,8.73493405774093,0.03303078549700572
1163,Hg+K+O+S,66,4,2,6.4999586937249205,0.03877500864903902
1167,Hg+K+Pb+S,66,4,2,6.4999586937249205,0.03877500864903902
1171,Hg+K+S+Si,66,4,2,6.4999586937249205,0.03877500864903902
1207,Hg+Mn+Mo+S,67,4,3,7.833970279615187,0.049570603715656095
1212,Hg+Mn+O+S,66,4,2,7.523295195001992,0.02324540972785158
1216,Hg+Mn+Pb+S,66,4,2,7.523295195001992,0.02324540972785158
1220,Hg+Mn+S+Si,66,4,2,7.523295195001992,0.02324540972785158
