model_ID,model,Npar,n_elements,df,Deviance,p.value
281,Ca+Mn+Ti,7,3,3,8.083292122619014,0.04432131025277122
567,Al+Ca+Mn+Ti,7,4,3,8.083292122619014,0.04432131025277122
1088,Ca+Mn+O+Ti,7,4,3,8.083292122619014,0.04432131025277122
1097,Ca+Mn+Si+Ti,7,4,3,8.083292122619014,0.04432131025277122
1100,Ca+Mn+Sn+Ti,7,4,3,8.083292122619014,0.04432131025277122
1103,Ca+Mn+Ti+Y,7,4,3,8.083292122619014,0.04432131025277122
1104,Ca+Mn+Ti+Zn,7,4,3,8.083292122619014,0.04432131025277122
1803,Al+Ca+Mn+O+Ti,7,5,3,8.083292122619014,0.04432131025277122
1812,Al+Ca+Mn+Si+Ti,7,5,3,8.083292122619014,0.04432131025277122
1815,Al+Ca+Mn+Sn+Ti,7,5,3,8.083292122619014,0.04432131025277122
1818,Al+Ca+Mn+Ti+Y,7,5,3,8.083292122619014,0.04432131025277122
1819,Al+Ca+Mn+Ti+Zn,7,5,3,8.083292122619014,0.04432131025277122
2947,Ca+Mn+O+Si+Ti,7,5,3,8.083292122619014,0.04432131025277122
2950,Ca+Mn+O+Sn+Ti,7,5,3,8.083292122619014,0.04432131025277122
2953,Ca+Mn+O+Ti+Y,7,5,3,8.083292122619014,0.04432131025277122
2954,Ca+Mn+O+Ti+Zn,7,5,3,8.083292122619014,0.04432131025277122
2966,Ca+Mn+Si+Sn+Ti,7,5,3,8.083292122619014,0.04432131025277122
2969,Ca+Mn+Si+Ti+Y,7,5,3,8.083292122619014,0.04432131025277122
2970,Ca+Mn+Si+Ti+Zn,7,5,3,8.083292122619014,0.04432131025277122
2972,Ca+Mn+Sn+Ti+Y,7,5,3,8.083292122619014,0.04432131025277122
2973,Ca+Mn+Sn+Ti+Zn,7,5,3,8.083292122619014,0.04432131025277122
2975,Ca+Mn+Ti+Y+Zn,7,5,3,8.083292122619014,0.04432131025277122
4234,Al+Ca+Mn+O+Si+Ti,7,6,3,8.083292122619014,0.04432131025277122
4237,Al+Ca+Mn+O+Sn+Ti,7,6,3,8.083292122619014,0.04432131025277122
4240,Al+Ca+Mn+O+Ti+Y,7,6,3,8.083292122619014,0.04432131025277122
4241,Al+Ca+Mn+O+Ti+Zn,7,6,3,8.083292122619014,0.04432131025277122
4253,Al+Ca+Mn+Si+Sn+Ti,7,6,3,8.083292122619014,0.04432131025277122
4256,Al+Ca+Mn+Si+Ti+Y,7,6,3,8.083292122619014,0.04432131025277122
4257,Al+Ca+Mn+Si+Ti+Zn,7,6,3,8.083292122619014,0.04432131025277122
4259,Al+Ca+Mn+Sn+Ti+Y,7,6,3,8.083292122619014,0.04432131025277122
4260,Al+Ca+Mn+Sn+Ti+Zn,7,6,3,8.083292122619014,0.04432131025277122
4262,Al+Ca+Mn+Ti+Y+Zn,7,6,3,8.083292122619014,0.04432131025277122
5968,Ca+Mn+O+Si+Sn+Ti,7,6,3,8.083292122619014,0.04432131025277122
5971,Ca+Mn+O+Si+Ti+Y,7,6,3,8.083292122619014,0.04432131025277122
5972,Ca+Mn+O+Si+Ti+Zn,7,6,3,8.083292122619014,0.04432131025277122
5974,Ca+Mn+O+Sn+Ti+Y,7,6,3,8.083292122619014,0.04432131025277122
5975,Ca+Mn+O+Sn+Ti+Zn,7,6,3,8.083292122619014,0.04432131025277122
5977,Ca+Mn+O+Ti+Y+Zn,7,6,3,8.083292122619014,0.04432131025277122
5988,Ca+Mn+Si+Sn+Ti+Y,7,6,3,8.083292122619014,0.04432131025277122
5989,Ca+Mn+Si+Sn+Ti+Zn,7,6,3,8.083292122619014,0.04432131025277122
5991,Ca+Mn+Si+Ti+Y+Zn,7,6,3,8.083292122619014,0.04432131025277122
5992,Ca+Mn+Sn+Ti+Y+Zn,7,6,3,8.083292122619014,0.04432131025277122
7684,Al+Ca+Mn+O+Si+Sn+Ti,7,7,3,8.083292122619014,0.04432131025277122
7687,Al+Ca+Mn+O+Si+Ti+Y,7,7,3,8.083292122619014,0.04432131025277122
7688,Al+Ca+Mn+O+Si+Ti+Zn,7,7,3,8.083292122619014,0.04432131025277122
7690,Al+Ca+Mn+O+Sn+Ti+Y,7,7,3,8.083292122619014,0.04432131025277122
7691,Al+Ca+Mn+O+Sn+Ti+Zn,7,7,3,8.083292122619014,0.04432131025277122
7693,Al+Ca+Mn+O+Ti+Y+Zn,7,7,3,8.083292122619014,0.04432131025277122
7704,Al+Ca+Mn+Si+Sn+Ti+Y,7,7,3,8.083292122619014,0.04432131025277122
7705,Al+Ca+Mn+Si+Sn+Ti+Zn,7,7,3,8.083292122619014,0.04432131025277122
7707,Al+Ca+Mn+Si+Ti+Y+Zn,7,7,3,8.083292122619014,0.04432131025277122
7708,Al+Ca+Mn+Sn+Ti+Y+Zn,7,7,3,8.083292122619014,0.04432131025277122
9560,Ca+Mn+O+Si+Sn+Ti+Y,7,7,3,8.083292122619014,0.04432131025277122
9561,Ca+Mn+O+Si+Sn+Ti+Zn,7,7,3,8.083292122619014,0.04432131025277122
9563,Ca+Mn+O+Si+Ti+Y+Zn,7,7,3,8.083292122619014,0.04432131025277122
9564,Ca+Mn+O+Sn+Ti+Y+Zn,7,7,3,8.083292122619014,0.04432131025277122
9570,Ca+Mn+Si+Sn+Ti+Y+Zn,7,7,3,8.083292122619014,0.04432131025277122
11276,Al+Ca+Mn+O+Si+Sn+Ti+Y,7,8,3,8.083292122619014,0.04432131025277122
11277,Al+Ca+Mn+O+Si+Sn+Ti+Zn,7,8,3,8.083292122619014,0.04432131025277122
11279,Al+Ca+Mn+O+Si+Ti+Y+Zn,7,8,3,8.083292122619014,0.04432131025277122
11280,Al+Ca+Mn+O+Sn+Ti+Y+Zn,7,8,3,8.083292122619014,0.04432131025277122
11286,Al+Ca+Mn+Si+Sn+Ti+Y+Zn,7,8,3,8.083292122619014,0.04432131025277122
12743,Ca+Mn+O+Si+Sn+Ti+Y+Zn,7,8,3,8.083292122619014,0.04432131025277122
14030,Al+Ca+Mn+O+Si+Sn+Ti+Y+Zn,7,9,3,8.083292122619014,0.04432131025277122
