model_ID,model,Npar,n_elements,df,Deviance,p.value
1,Al,75,1,1,23.24495771193324,1.426238906294779e-6
3,Ca,75,1,1,11.53510154530727,6.829434717552894e-4
5,Fe,75,1,1,59.57901513541901,1.1748121950884522e-14
8,K,75,1,1,14.31216339129719,1.5486100517220048e-4
9,Mg,75,1,1,10.325124140111484,0.001312314331075882
10,Mn,75,1,1,13.845029931431554,1.9852110591771764e-4
11,O,75,1,1,15.176571067350096,9.791072489872717e-5
12,P,75,1,1,14.4685678937783,1.4251794492347637e-4
13,S,75,1,1,99.68910571395872,1.7829931094807803e-23
14,Si,75,1,1,45.8990587646299,1.2450576321547198e-11
15,Ti,75,1,1,3.920379022424413,0.04770412393244326
16,Al+As,76,2,2,25.36727285122288,3.101463610071445e-6
17,Al+Ca,76,2,2,37.152231051766876,8.560429045735793e-9
18,Al+Er,76,2,2,25.060562406175677,3.615497094019781e-6
19,Al+Fe,76,2,2,70.65080482568396,4.553786456203001e-16
20,Al+Hg,76,2,2,26.061437703918727,2.1919503230896756e-6
21,Al+Ir,76,2,2,23.27766583773905,8.816964405753432e-6
22,Al+K,76,2,2,31.488259117582402,1.4534878649976546e-7
23,Al+Mg,76,2,2,31.938911394234083,1.1602551685796589e-07
24,Al+Mn,76,2,2,39.01069983262232,3.380135916386949e-9
25,Al+O,76,2,2,37.06190466047451,8.955908720668191e-9
26,Al+P,76,2,2,38.24821408145226,4.9488676667491685e-9
27,Al+S,76,2,2,110.10520804657949,1.2329851848358887e-24
28,Al+Si,76,2,2,57.41795388874448,3.40290427166096e-13
29,Al+Ti,76,2,2,26.163700042964592,2.082690435470354e-6
30,As+Ca,76,2,2,15.15743592426702,5.112162015994503e-4
32,As+Fe,76,2,2,61.926829795475896,3.5707526652733916e-14
35,As+K,76,2,2,16.829851257689143,2.2153596114792535e-4
36,As+Mg,76,2,2,13.685986566699285,0.001066905066098356
37,As+Mn,76,2,2,16.478110839129613,2.641336271139957e-4
38,As+O,76,2,2,18.307051404149433,1.0584596277896782e-4
39,As+P,76,2,2,17.11999906702067,1.916193830288979e-4
40,As+S,76,2,2,102.6290797527663,5.180581260769996e-23
41,As+Si,76,2,2,48.50091584822826,2.938731715002247e-11
42,As+Ti,76,2,2,7.090520143730146,0.0288611155694012
43,Ca+Er,76,2,2,13.51417216070945,0.001162612000817095
44,Ca+Fe,76,2,2,66.95479621928644,2.890351974715494e-15
45,Ca+Hg,76,2,2,14.220585379149043,8.166559304444952e-4
46,Ca+Ir,76,2,2,11.550834476485988,0.003102902738836128
47,Ca+K,76,2,2,26.617038874692298,1.6602880652860267e-6
48,Ca+Mg,76,2,2,19.811537445540807,4.988607148286179e-5
49,Ca+Mn,76,2,2,22.360363853925264,1.3947895420913591e-5
50,Ca+O,76,2,2,25.60972923031045,2.7473750891626188e-6
51,Ca+P,76,2,2,24.874526530699995,3.967940889904744e-6
52,Ca+S,76,2,2,104.69126665238127,1.8474823358269243e-23
53,Ca+Si,76,2,2,60.17080374212992,8.591638225004457e-14
54,Ca+Ti,76,2,2,15.170740869022893,5.078266369323495e-4
55,Er+Fe,76,2,2,60.98878585978446,5.707598584230726e-14
58,Er+K,76,2,2,16.209812441973327,3.020535552680869e-4
59,Er+Mg,76,2,2,12.293572440785965,0.002140349339759055
60,Er+Mn,76,2,2,16.079796257009548,3.2234178588617815e-4
61,Er+O,76,2,2,17.23402847295074,1.8099987153042275e-4
62,Er+P,76,2,2,16.215951736317265,3.01127779056485e-4
63,Er+S,76,2,2,100.12425950718057,1.8125637730862075e-22
64,Er+Si,76,2,2,47.41927319661772,5.047027341023207e-11
65,Er+Ti,76,2,2,6.047449498617425,0.04861978416586751
