Label	Date and Time	Document	Source	Scale	Scale Units	Scale Factor	Count	Area	Perimeter	Circularity	Height	Width	Gray Value (Minimum)	Gray Value (Maximum)	Gray Value (Mean)	Gray Value (Median)	Integrated Density	Histogram
Measurement 13 - Feature 32	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.084711	1.239248	0.693157	0.454545	0.318182	84	116	102.487805	104	4202	Histogram-33.csv
Measurement 13 - Feature 33	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.128099	1.678196	0.571572	0.409091	0.636364	86	107	100.322581	101	6220	Histogram-34.csv
Measurement 13 - Feature 34	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.38843	3.165829	0.487021	0.954545	0.954545	95	132	110.106383	108	20700	Histogram-35.csv
Measurement 13 - Feature 35	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.095041	1.72042	0.403509	0.727273	0.227273	100	125	108.282609	107	4981	Histogram-36.csv
Measurement 13 - Feature 36	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.095041	1.848985	0.349346	0.363636	0.727273	84	131	106.5	106	4899	Histogram-37.csv
Measurement 13 - Feature 37	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.070248	1.330157	0.498928	0.318182	0.5	107	125	112.294118	111	3818	Histogram-38.csv
Measurement 13 - Feature 38	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.109504	1.693793	0.479645	0.590909	0.363636	90	126	109.54717	109	5806	Histogram-39.csv
Measurement 13 - Feature 39	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.059917	1.161652	0.557969	0.272727	0.454545	97	126	111.689655	109	3239	Histogram-40.csv
Measurement 13 - Feature 40	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.130165	2.301246	0.308872	0.363636	1	88	116	106.825397	107	6730	Histogram-41.csv
Measurement 13 - Feature 41	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.041322	0.762644	0.892792	0.227273	0.227273	107	127	110.95	108	2219	Histogram-42.csv
Measurement 13 - Feature 42	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.084711	1.359068	0.576323	0.318182	0.454545	59	111	99.756098	105	4090	Histogram-43.csv
Measurement 13 - Feature 43	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.068182	1.022058	0.820214	0.272727	0.318182	82	110	103.212121	106	3406	Histogram-44.csv
Measurement 13 - Feature 44	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.086777	1.34347	0.604168	0.545455	0.272727	67	107	98	102	4116	Histogram-45.csv
Measurement 13 - Feature 45	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.051653	0.931149	0.748628	0.272727	0.272727	107	132	112.44	109	2811	Histogram-46.csv
Measurement 13 - Feature 46	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.03719	0.818182	0.698132	0.272727	0.136364	107	125	112.777778	111	2030	Histogram-47.csv
Measurement 13 - Feature 47	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.024793	0.636364	0.76937	0.136364	0.181818	102	118	106.583333	103	1279	Histogram-48.csv
Measurement 13 - Feature 48	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.03719	0.818182	0.698132	0.272727	0.136364	102	120	104.722222	103	1885	Histogram-49.csv
Measurement 13 - Feature 49	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.047521	1.095086	0.497962	0.363636	0.363636	107	131	112.217391	110	2581	Histogram-50.csv
Measurement 13 - Feature 50	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.041322	0.8003	0.810753	0.227273	0.272727	106	127	112.75	110	2255	Histogram-51.csv
Measurement 13 - Feature 51	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.369835	4.950531	0.189633	2.045455	0.909091	78	129	104.810056	106	18761	Histogram-52.csv
Measurement 13 - Feature 52	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.088843	1.21719	0.753557	0.272727	0.409091	107	133	110.302326	108	4743	Histogram-53.csv
Measurement 13 - Feature 53	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.090909	1.30353	0.672318	0.363636	0.454545	56	107	95.681818	99	4210	Histogram-54.csv
Measurement 13 - Feature 54	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.225207	2.919728	0.331976	1.181818	0.590909	68	131	98.93578	102	10784	Histogram-55.csv
Measurement 13 - Feature 55	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.121901	1.418782	0.761001	0.5	0.409091	62	107	96.830508	101	5713	Histogram-56.csv
Measurement 13 - Feature 56	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.353306	2.773673	0.577099	0.409091	1.090909	90	127	104.502924	106	17870	Histogram-57.csv
Measurement 13 - Feature 57	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.055785	0.955492	0.767847	0.272727	0.318182	101	122	108.333333	107	2925	Histogram-58.csv
Measurement 13 - Feature 58	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.099174	1.645109	0.460486	0.272727	0.636364	107	130	112.125	109	5382	Histogram-59.csv
Measurement 13 - Feature 59	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.084711	1.099654	0.880311	0.272727	0.363636	100	128	104.585366	103	4288	Histogram-60.csv
Measurement 13 - Feature 60	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.095041	1.693793	0.416295	0.363636	0.636364	62	117	100.782609	104	4636	Histogram-61.csv
Measurement 13 - Feature 61	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.041322	0.866867	0.691019	0.181818	0.318182	106	120	109.35	107	2187	Histogram-62.csv
Measurement 13 - Feature 62	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.142562	1.891209	0.500881	0.272727	0.772727	106	133	111.594203	109	7700	Histogram-63.csv
Measurement 13 - Feature 63	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.204545	2.181426	0.540155	0.636364	0.727273	107	132	110.69697	108	10959	Histogram-64.csv
Measurement 13 - Feature 64	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.142562	1.851269	0.522726	0.727273	0.272727	57	106	94.724638	98	6536	Histogram-65.csv
Measurement 13 - Feature 65	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.053719	1.099654	0.558246	0.272727	0.363636	96	121	108.423077	108	2819	Histogram-66.csv
Measurement 13 - Feature 66	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.165289	2.363244	0.371909	0.863636	0.409091	102	132	111.6125	109	8929	Histogram-67.csv
Measurement 13 - Feature 67	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.107438	1.534034	0.573718	0.5	0.5	77	130	103.961538	107	5406	Histogram-68.csv
Measurement 13 - Feature 68	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.113636	2.039548	0.343289	0.454545	0.818182	99	134	112.581818	110	6192	Histogram-69.csv
Measurement 13 - Feature 69	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.066116	0.982118	0.861364	0.272727	0.318182	107	128	111.4375	108	3566	Histogram-70.csv
Measurement 13 - Feature 70	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.142562	1.809045	0.547413	0.681818	0.409091	82	132	111.434783	109	7689	Histogram-71.csv
Measurement 13 - Feature 71	2021-01-05T17:39:21-06:00	composite	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.105372	1.500946	0.587766	0.5	0.363636	90	123	109.058824	108	5562	Histogram-72.csv
