Label	Date and Time	Document	Source	Scale	Scale Units	Scale Factor	Count	Area	Perimeter	Circularity	Height	Width	Gray Value (Minimum)	Gray Value (Maximum)	Gray Value (Mean)	Gray Value (Median)	Integrated Density	Histogram
Measurement 24	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22	122	10.865702	168.020994	0.004837	31.5	237.636364	41	134	102.980985	106	541577	Histogram-1.csv
Measurement 24 - Feature 1	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.03719	0.736018	0.862702	0.227273	0.227273	107	123	110.166667	108	1983	Histogram-2.csv
Measurement 24 - Feature 2	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.115702	1.653853	0.531568	0.5	0.5	93	122	107.267857	107	6007	Histogram-3.csv
Measurement 24 - Feature 3	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.066116	1.21719	0.560787	0.318182	0.318182	55	107	96.78125	102	3097	Histogram-4.csv
Measurement 24 - Feature 4	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.322314	4.125497	0.237978	1.181818	1.5	69	111	101.724359	106	15869	Histogram-5.csv
Measurement 24 - Feature 5	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.121901	1.733733	0.509626	0.363636	0.636364	82	108	100.338983	103	5920	Histogram-6.csv
Measurement 24 - Feature 6	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.394628	5.017098	0.197012	2.045455	0.909091	81	111	104.376963	106	19936	Histogram-7.csv
Measurement 24 - Feature 7	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.113636	2.019774	0.350043	0.681818	0.363636	98	133	111.981818	109	6159	Histogram-8.csv
Measurement 24 - Feature 8	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.055785	1.13731	0.541964	0.363636	0.318182	87	129	107.481481	107	2902	Histogram-9.csv
Measurement 24 - Feature 9	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.045455	0.931149	0.658793	0.227273	0.318182	95	128	107.772727	108	2371	Histogram-10.csv
Measurement 24 - Feature 10	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.043388	0.842524	0.768102	0.181818	0.272727	71	115	99.619048	104	2092	Histogram-11.csv
Measurement 24 - Feature 11	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.107438	1.618482	0.515409	0.681818	0.227273	69	107	100.115385	103	5206	Histogram-12.csv
Measurement 24 - Feature 12	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.059917	1.086341	0.638014	0.318182	0.318182	94	129	110.655172	108	3209	Histogram-13.csv
Measurement 24 - Feature 13	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.055785	1.13731	0.541964	0.363636	0.318182	79	112	101.222222	103	2733	Histogram-14.csv
Measurement 24 - Feature 14	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.076446	1.241532	0.623233	0.272727	0.409091	93	118	106.648649	107	3946	Histogram-15.csv
Measurement 24 - Feature 15	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.107438	1.882072	0.381149	0.681818	0.545455	65	107	98.807692	101	5138	Histogram-16.csv
Measurement 24 - Feature 16	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.188017	2.61809	0.344696	0.909091	0.772727	84	115	105.010989	106	9556	Histogram-17.csv
Measurement 24 - Feature 17	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.053719	0.891209	0.849921	0.272727	0.272727	91	121	108.692308	107	2826	Histogram-18.csv
Measurement 24 - Feature 18	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.095041	1.292501	0.714925	0.363636	0.409091	73	110	103.456522	107	4759	Histogram-19.csv
Measurement 24 - Feature 19	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.059917	1.059714	0.670479	0.318182	0.272727	90	134	109.931034	108	3188	Histogram-20.csv
Measurement 24 - Feature 20	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.016529	0.505515	0.812806	0.136364	0.136364	95	110	103.75	104	830	Histogram-21.csv
Measurement 24 - Feature 21	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.041322	0.902238	0.637899	0.318182	0.272727	90	115	105.95	106	2119	Histogram-22.csv
Measurement 24 - Feature 22	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.02686	0.685049	0.719226	0.227273	0.181818	107	133	113.461538	109	1475	Histogram-23.csv
Measurement 24 - Feature 23	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.053719	1.059714	0.601119	0.272727	0.318182	89	126	108.5	108	2821	Histogram-24.csv
Measurement 24 - Feature 24	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.126033	2.146055	0.343885	0.363636	0.818182	64	111	98.655738	101	6018	Histogram-25.csv
Measurement 24 - Feature 25	2021-01-05T17:57:35-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.103306	1.868759	0.37173	0.590909	0.636364	82	117	104.82	106	5241	Histogram-26.csv
