Label	Date and Time	Document	Source	Scale	Scale Units	Scale Factor	Count	Area	Perimeter	Circularity	Height	Width	Gray Value (Minimum)	Gray Value (Maximum)	Gray Value (Mean)	Gray Value (Median)	Integrated Density	Histogram
Measurement 9	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22	225	35.336777	485.356267	0.001885	57.318182	109.090909	103	108	106.98129	107	1829701	Histogram-1.csv
Measurement 9 - Feature 1	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.051653	0.971089	0.688314	0.227273	0.318182	104	105	104.52	104	2613	Histogram-2.csv
Measurement 9 - Feature 2	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.022727	0.751615	0.505552	0.090909	0.318182	107	107	107	107	1177	Histogram-3.csv
Measurement 9 - Feature 3	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.225207	2.671343	0.396581	1.045455	0.636364	107	108	107.110092	107	11675	Histogram-4.csv
Measurement 9 - Feature 4	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.061983	0.957776	0.849098	0.272727	0.272727	107	108	107.066667	107	3212	Histogram-5.csv
Measurement 9 - Feature 5	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.146694	1.975266	0.472467	0.727273	0.5	107	108	107.15493	107	7608	Histogram-6.csv
Measurement 9 - Feature 6	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.404959	5.176858	0.189884	0.409091	2.272727	107	108	107.086735	107	20989	Histogram-7.csv
Measurement 9 - Feature 7	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.047521	0.864583	0.798876	0.272727	0.272727	107	108	107.130435	107	2464	Histogram-8.csv
Measurement 9 - Feature 8	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.301653	3.919728	0.246721	1.590909	0.590909	107	108	107.089041	107	15635	Histogram-9.csv
Measurement 9 - Feature 9	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.047521	0.891209	0.751853	0.318182	0.227273	107	108	107.086957	107	2463	Histogram-10.csv
Measurement 9 - Feature 10	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.204545	1.93761	0.684647	0.590909	0.590909	107	108	107.10101	107	10603	Histogram-11.csv
Measurement 9 - Feature 11	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.132231	1.842132	0.489669	0.681818	0.545455	107	108	107.0625	107	6852	Histogram-12.csv
Measurement 9 - Feature 12	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.334711	4.205769	0.237787	1.636364	0.772727	107	108	107.117284	107	17353	Histogram-13.csv
Measurement 9 - Feature 13	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.243802	3.265483	0.287311	0.818182	1.227273	107	108	107.20339	107	12650	Histogram-14.csv
Measurement 9 - Feature 14	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.132231	1.81779	0.502872	0.636364	0.545455	107	108	107.234375	107	6863	Histogram-15.csv
Measurement 9 - Feature 15	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.123967	1.795732	0.483095	0.727273	0.363636	107	108	107.083333	107	6425	Histogram-16.csv
Measurement 9 - Feature 16	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.072314	1.179534	0.653148	0.454545	0.181818	107	108	107.085714	107	3748	Histogram-17.csv
Measurement 9 - Feature 17	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.109504	1.629511	0.518234	0.636364	0.318182	107	108	107.075472	107	5675	Histogram-18.csv
Measurement 9 - Feature 18	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.055785	0.955492	0.767847	0.318182	0.272727	107	108	107.148148	107	2893	Histogram-19.csv
Measurement 9 - Feature 19	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.142562	2.061606	0.421504	0.590909	0.772727	107	108	107.144928	107	7393	Histogram-20.csv
Measurement 9 - Feature 20	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.252066	3.485349	0.260755	0.227273	1.590909	107	108	107.131148	107	13070	Histogram-21.csv
Measurement 9 - Feature 21	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.268595	3.562552	0.265941	1.409091	0.818182	107	108	107.123077	107	13926	Histogram-22.csv
Measurement 9 - Feature 22	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.192149	3.422958	0.206084	0.772727	1.318182	107	108	107.11828	107	9962	Histogram-23.csv
Measurement 9 - Feature 23	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.165289	2.243816	0.412553	0.954545	0.227273	107	108	107.1	107	8568	Histogram-24.csv
Measurement 9 - Feature 24	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.099174	1.613913	0.47846	0.590909	0.409091	103	104	103.208333	103	4954	Histogram-25.csv
Measurement 9 - Feature 25	2021-01-05T17:31-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.31405	4.165437	0.227451	1.318182	1.363636	107	108	107.105263	107	16280	Histogram-26.csv
