Label	Date and Time	Document	Source	Scale	Scale Units	Scale Factor	Count	Area	Perimeter	Circularity	Height	Width	Gray Value (Minimum)	Gray Value (Maximum)	Gray Value (Mean)	Gray Value (Median)	Integrated Density	Histogram
Measurement 23 - Feature 68	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.053719	0.891209	0.849921	0.318182	0.227273	91	126	107.884615	107	2805	Histogram-69.csv
Measurement 23 - Feature 69	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.128099	1.769105	0.514338	0.5	0.590909	56	133	105.096774	108	6516	Histogram-70.csv
Measurement 23 - Feature 70	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.084711	1.330157	0.601648	0.454545	0.272727	107	132	113.073171	110	4636	Histogram-71.csv
Measurement 23 - Feature 71	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.030992	0.709391	0.773899	0.227273	0.227273	85	124	104.6	104	1569	Histogram-72.csv
Measurement 23 - Feature 72	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.14876	2.135026	0.410101	0.863636	0.363636	79	130	109.541667	108	7887	Histogram-73.csv
Measurement 23 - Feature 73	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.066116	0.982118	0.861364	0.318182	0.272727	62	114	103.03125	106	3297	Histogram-74.csv
Measurement 23 - Feature 74	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.039256	0.786987	0.796495	0.318182	0.181818	103	125	107.842105	107	2049	Histogram-75.csv
Measurement 23 - Feature 75	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.128099	1.837956	0.476525	0.5	0.545455	74	130	109.887097	108	6813	Histogram-76.csv
Measurement 23 - Feature 76	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.061983	0.904522	0.952022	0.272727	0.272727	104	126	111	108	3330	Histogram-77.csv
Measurement 23 - Feature 77	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.163223	2.252561	0.404239	0.727273	0.545455	44	130	104.126582	107	8226	Histogram-78.csv
