Label	Date and Time	Document	Source	Scale	Scale Units	Scale Factor	Count	Area	Perimeter	Circularity	Height	Width	Gray Value (Minimum)	Gray Value (Maximum)	Gray Value (Mean)	Gray Value (Median)	Integrated Density	Histogram
Measurement 19	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22	271	33.454545	491.341778	0.001741	32.090909	230.227273	40	134	95.602211	100	1547991	Histogram-1.csv
Measurement 19 - Feature 1	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.072314	1.591855	0.358612	0.363636	0.363636	66	108	95.742857	99	3351	Histogram-2.csv
Measurement 19 - Feature 2	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.142562	1.935326	0.478306	0.545455	0.681818	40	125	90.028986	97	6212	Histogram-3.csv
Measurement 19 - Feature 3	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.140496	1.97755	0.451459	0.727273	0.454545	53	106	93	97	6324	Histogram-4.csv
Measurement 19 - Feature 4	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.132231	1.835672	0.493122	0.409091	0.681818	67	106	93.34375	97	5974	Histogram-5.csv
Measurement 19 - Feature 5	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.022727	0.580826	0.846574	0.181818	0.181818	68	101	85.090909	85	936	Histogram-6.csv
Measurement 19 - Feature 6	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.043388	0.891209	0.686475	0.318182	0.227273	59	105	87.619048	86	1840	Histogram-7.csv
Measurement 19 - Feature 7	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.107438	1.862298	0.389287	0.363636	0.727273	50	107	89.942308	94	4677	Histogram-8.csv
Measurement 19 - Feature 8	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.13843	1.487633	0.786046	0.363636	0.5	67	108	100.074627	106	6705	Histogram-9.csv
Measurement 19 - Feature 9	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.126033	2.103831	0.357827	0.681818	0.636364	62	106	91.819672	95	5601	Histogram-10.csv
Measurement 19 - Feature 10	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.167355	1.97755	0.537768	0.409091	0.772727	65	105	91.234568	96	7390	Histogram-11.csv
Measurement 19 - Feature 11	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		1.053719	14.244141	0.065262	2.863636	3.545455	48	116	92.776471	95	47316	Histogram-12.csv
Measurement 19 - Feature 12	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.117769	1.642824	0.548349	0.272727	0.681818	81	107	97.210526	98	5541	Histogram-13.csv
Measurement 19 - Feature 13	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.059917	1.148339	0.570982	0.409091	0.318182	67	107	91.689655	90	2659	Histogram-14.csv
Measurement 19 - Feature 14	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.119835	2.028519	0.365961	0.454545	0.772727	69	106	92.982759	97	5393	Histogram-15.csv
Measurement 19 - Feature 15	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.066116	1.199308	0.577634	0.454545	0.318182	59	106	88.09375	92	2819	Histogram-16.csv
Measurement 19 - Feature 16	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.07438	1.225935	0.621917	0.363636	0.409091	55	105	82.277778	85	2962	Histogram-17.csv
Measurement 19 - Feature 17	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.196281	2.381126	0.435034	0.363636	1	60	111	100.063158	106	9506	Histogram-18.csv
Measurement 19 - Feature 18	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.082645	1.432095	0.506385	0.454545	0.454545	71	105	91.8	94	3672	Histogram-19.csv
Measurement 19 - Feature 19	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.095041	1.591855	0.471319	0.227273	0.681818	69	106	91.086957	94	4190	Histogram-20.csv
Measurement 19 - Feature 20	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.161157	2.748939	0.267996	0.681818	1.045455	91	115	102.192308	104	7971	Histogram-21.csv
Measurement 19 - Feature 21	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.080579	1.449977	0.481623	0.227273	0.590909	76	105	93.692308	93	3654	Histogram-22.csv
Measurement 19 - Feature 22	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.113636	1.766821	0.457448	0.545455	0.590909	59	106	88.818182	94	4885	Histogram-23.csv
Measurement 19 - Feature 23	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.109504	1.873327	0.392115	0.363636	0.727273	50	104	86.679245	92	4594	Histogram-24.csv
Measurement 19 - Feature 24	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.119835	2.01749	0.369973	0.772727	0.409091	51	106	88.206897	90	5116	Histogram-25.csv
Measurement 19 - Feature 25	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.130165	2.212621	0.334111	0.318182	0.954545	74	107	97.888889	100	6167	Histogram-26.csv
Measurement 19 - Feature 26	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.117769	1.332441	0.833572	0.363636	0.409091	74	108	99.578947	105	5676	Histogram-27.csv
Measurement 19 - Feature 27	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.066116	1.230503	0.548718	0.181818	0.5	73	106	93.1875	91	2982	Histogram-28.csv
Measurement 19 - Feature 28	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.216942	2.757684	0.35848	0.954545	0.863636	47	107	94.542857	100	9927	Histogram-29.csv
Measurement 19 - Feature 29	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.14876	2.066175	0.437888	0.454545	0.818182	68	107	95.083333	98	6846	Histogram-30.csv
Measurement 19 - Feature 30	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.157025	2.27462	0.381382	0.454545	0.909091	84	110	101.171053	103	7689	Histogram-31.csv
Measurement 19 - Feature 31	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.210744	2.385303	0.465455	0.727273	0.818182	97	125	107.823529	107	10998	Histogram-32.csv
Measurement 19 - Feature 32	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.146694	2.376558	0.326382	0.590909	0.863636	53	106	87.690141	90	6226	Histogram-33.csv
Measurement 19 - Feature 33	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.090909	1.43438	0.555251	0.545455	0.318182	80	107	98	100	4312	Histogram-34.csv
Measurement 19 - Feature 34	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.18595	2.429811	0.395787	0.409091	1	51	107	90.544444	96	8149	Histogram-35.csv
Measurement 19 - Feature 35	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.22314	1.875612	0.797081	0.681818	0.409091	59	108	99.111111	105	10704	Histogram-36.csv
Measurement 19 - Feature 36	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.13843	2.414214	0.298461	0.909091	0.590909	83	106	98.656716	101	6610	Histogram-37.csv
Measurement 19 - Feature 37	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.235537	2.906415	0.350392	1	0.772727	46	107	89.210526	94	10170	Histogram-38.csv
Measurement 19 - Feature 38	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.090909	1.359068	0.618493	0.272727	0.5	50	106	85.454545	88	3760	Histogram-39.csv
Measurement 19 - Feature 39	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.188017	2.491809	0.380519	0.681818	0.863636	67	109	97.450549	101	8868	Histogram-40.csv
Measurement 19 - Feature 40	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.128099	1.884357	0.453346	0.5	0.681818	84	121	103.435484	105	6413	Histogram-41.csv
Measurement 19 - Feature 41	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.06405	1.179534	0.578503	0.181818	0.454545	80	107	97.322581	100	3017	Histogram-42.csv
Measurement 19 - Feature 42	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.03719	0.738302	0.857372	0.227273	0.181818	81	107	96.222222	96	1732	Histogram-43.csv
Measurement 19 - Feature 43	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.429752	4.746655	0.239691	0.772727	1.5	59	107	95.596154	100	19884	Histogram-44.csv
Measurement 19 - Feature 44	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.165289	2.181426	0.436489	0.818182	0.545455	63	107	93.8875	97	7511	Histogram-45.csv
Measurement 19 - Feature 45	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.11157	1.538602	0.592251	0.590909	0.318182	57	106	91.166667	95	4923	Histogram-46.csv
Measurement 19 - Feature 46	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.136364	2.312275	0.320501	0.909091	0.5	79	107	97.424242	99	6430	Histogram-47.csv
Measurement 19 - Feature 47	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.095041	1.161652	0.885055	0.409091	0.318182	53	108	95.173913	103	4378	Histogram-48.csv
Measurement 19 - Feature 48	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.386364	3.436272	0.411179	0.727273	1.363636	49	107	92.534759	97	17304	Histogram-49.csv
Measurement 19 - Feature 49	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.047521	0.866867	0.794672	0.272727	0.227273	63	106	89	90	2047	Histogram-50.csv
Measurement 19 - Feature 50	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.152893	2.494094	0.308866	0.454545	1.045455	59	105	91.581081	95	6777	Histogram-51.csv
Measurement 19 - Feature 51	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.334711	3.607061	0.323275	0.636364	1.5	74	129	103.104938	106	16703	Histogram-52.csv
Measurement 19 - Feature 52	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.028926	0.685049	0.774551	0.181818	0.227273	70	105	91.785714	92	1285	Histogram-53.csv
Measurement 19 - Feature 53	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.090909	1.319128	0.656513	0.318182	0.454545	70	113	99.409091	104	4374	Histogram-54.csv
Measurement 19 - Feature 54	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.041322	0.864583	0.694675	0.318182	0.227273	72	104	90.9	90	1818	Histogram-55.csv
Measurement 19 - Feature 55	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.128099	1.928865	0.432666	0.227273	0.818182	42	104	79.225806	85	4912	Histogram-56.csv
Measurement 19 - Feature 56	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.014463	0.465575	0.838463	0.136364	0.136364	76	103	86.142857	80	603	Histogram-57.csv
Measurement 19 - Feature 57	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.214876	3.256738	0.254585	0.409091	1.363636	52	107	88.875	92	9243	Histogram-58.csv
Measurement 19 - Feature 58	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.328512	2.589571	0.61561	0.409091	1.045455	53	107	94.044025	98	14953	Histogram-59.csv
Measurement 19 - Feature 59	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.016529	0.505515	0.812806	0.136364	0.136364	81	103	93.875	94	751	Histogram-60.csv
Measurement 19 - Feature 60	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.128099	1.305815	0.944046	0.363636	0.409091	90	108	103.854839	106	6439	Histogram-61.csv
Measurement 19 - Feature 61	2021-01-05T17:44:32-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.066116	1.008745	0.816492	0.227273	0.363636	46	107	87.78125	95	2809	Histogram-62.csv
