model_ID,model,Npar,n_elements,df,Deviance,p.value
4,Fe,742,1,1,6.562419018482615,0.010415468620144159
5,Hg,742,1,1,4.466476481564314,0.034566203607214484
10,Mo,742,1,1,6.3917010213026515,0.011465510636148174
12,S,742,1,1,9.44688482635047,0.0021150803009730235
17,Al+Fe,743,2,2,8.634039218166436,0.013339581522912602
23,Al+Mo,743,2,2,8.21680252234546,0.016434027252531545
25,Al+S,743,2,2,12.12226206343803,0.0023317620986387125
29,C+Fe,743,2,2,8.212636648897387,0.016468293966729167
35,C+Mo,743,2,2,8.093397371853825,0.017479986415035835
37,C+S,743,2,2,11.150246954198337,0.0037910074506445107
40,Ca+Fe,743,2,2,6.64699500300685,0.036026608033129855
46,Ca+Mo,743,2,2,6.40172414922381,0.04072707905951689
48,Ca+S,743,2,2,9.573159210031008,0.008340937949089215
51,Fe+Hg,743,2,2,10.721428454670786,0.004697549790669446
52,Fe+Ir,743,2,2,6.564077595945491,0.037551618544993406
53,Fe+K,743,2,2,6.873072468119062,0.032175942465898395
54,Fe+Mg,743,2,2,7.914153325446932,0.019118923739401522
55,Fe+Mn,743,2,2,6.898701048084149,0.0317662611025709
56,Fe+Mo,743,2,2,10.940710922764083,0.004209735493613009
57,Fe+O,743,2,2,8.322665378549573,0.015586771748767445
58,Fe+S,743,2,2,11.38090129379998,0.003378070309398605
59,Fe+Si,743,2,2,7.2747735387729335,0.02632103711103932
60,Fe+Ti,743,2,2,8.92979129730793,0.011505896353119468
63,Hg+Mg,743,2,2,6.553518032843385,0.03775040720636549
65,Hg+Mo,743,2,2,10.692980292845277,0.00476484559483686
66,Hg+O,743,2,2,7.284712110079454,0.026190564804512963
67,Hg+S,743,2,2,13.450298101554836,0.0012003416543202188
68,Hg+Si,743,2,2,7.9630351863970645,0.018657303645029166
69,Hg+Ti,743,2,2,7.332724714447977,0.025569313006104672
73,Ir+Mo,743,2,2,6.425279644896364,0.04025021947054101
75,Ir+S,743,2,2,9.455818259844818,0.008844945350876203
80,K+Mo,743,2,2,6.590854393375594,0.03705221308305433
82,K+S,743,2,2,9.748216827269061,0.007641904600335058
86,Mg+Mo,743,2,2,7.9874727729529695,0.01843072101088803
88,Mg+S,743,2,2,10.474879147222055,0.005313845141846402
91,Mn+Mo,743,2,2,6.801164851746762,0.0333538381637617
93,Mn+S,743,2,2,9.700586210854453,0.007826083345517917
96,Mo+O,743,2,2,8.782681399189642,0.012384114707825921
97,Mo+S,743,2,2,11.441998582828091,0.0032764351523853043
98,Mo+Si,743,2,2,8.390668829236347,0.015065703428113324
99,Mo+Ti,743,2,2,9.204324272950544,0.010030125782334889
100,O+S,743,2,2,10.828710601298553,0.004452207222804437
102,O+Ti,743,2,2,6.033370660212313,0.048963246678140226
103,S+Si,743,2,2,9.65681401539132,0.007999253871649516
104,S+Ti,743,2,2,11.64128941000854,0.0029656925314953337
105,Si+Ti,743,2,2,6.458734949500467,0.03958252782011277
107,Al+C+Fe,744,3,3,10.242267867274677,0.016615147467855942
113,Al+C+Mo,744,3,3,9.877004452261644,0.019641103520087525
115,Al+C+S,744,3,3,13.783746152404092,0.003214789448742764
118,Al+Ca+Fe,744,3,3,8.703166860432248,0.03350920543336136
124,Al+Ca+Mo,744,3,3,8.221117476016843,0.04165622259360045
126,Al+Ca+S,744,3,3,12.230968915401718,0.006632420081679597
129,Al+Fe+Hg,744,3,3,12.71752034363999,0.0052890672593275305
130,Al+Fe+Ir,744,3,3,8.634657567646173,0.03456414488766449
131,Al+Fe+K,744,3,3,8.98514042151055,0.029489106515278432
132,Al+Fe+Mg,744,3,3,10.573610318195279,0.01426978043999726
133,Al+Fe+Mn,744,3,3,9.027815435704724,0.028923341994416128
134,Al+Fe+Mo,744,3,3,13.319744808464748,0.0039937713584686525
135,Al+Fe+O,744,3,3,10.760681097711313,0.013092916898120269
136,Al+Fe+S,744,3,3,14.252090865024911,0.002581342219712922
137,Al+Fe+Si,744,3,3,9.366157263308196,0.02479868958984637
138,Al+Fe+Ti,744,3,3,10.954204941369426,0.01197610173732016
141,Al+Hg+Mg,744,3,3,8.548052618746624,0.0359442753060287
143,Al+Hg+Mo,744,3,3,12.45671052216585,0.005971714877948241
144,Al+Hg+O,744,3,3,9.0977044817364,0.028019665371461895
145,Al+Hg+S,744,3,3,16.024994107970997,0.0011206824980178336
146,Al+Hg+Si,744,3,3,9.551122629578458,0.02279367484871823
147,Al+Hg+Ti,744,3,3,8.6782733043392,0.033888835954459406
151,Al+Ir+Mo,744,3,3,8.247190347226933,0.04116994204834442
153,Al+Ir+S,744,3,3,12.128594499868086,0.006955384417767075
158,Al+K+Mo,744,3,3,8.440892501204871,0.037726650680680957
160,Al+K+S,744,3,3,12.46868414389337,0.0059385482115002775
164,Al+Mg+Mo,744,3,3,10.441159514243736,0.015165404759553662
166,Al+Mg+S,744,3,3,13.707073323022996,0.003332245442778881
169,Al+Mn+Mo,744,3,3,8.693758403626816,0.033652194507563425
171,Al+Mn+S,744,3,3,12.42847851640363,0.006050643624658764
174,Al+Mo+O,744,3,3,11.069038696090502,0.011358355219609952
175,Al+Mo+S,744,3,3,14.159273712412869,0.0026961781872259084
176,Al+Mo+Si,744,3,3,10.370024909218955,0.01566901787545383
177,Al+Mo+Ti,744,3,3,11.01185555144093,0.011661940556447006
178,Al+O+S,744,3,3,13.832509302770632,0.0031422320802856787
180,Al+O+Ti,744,3,3,7.903862819817732,0.04804092237984832
181,Al+S+Si,744,3,3,12.298532055579926,0.006427440941221955
182,Al+S+Ti,744,3,3,14.24363708866349,0.0025915975965898424
183,Al+Si+Ti,744,3,3,8.08728674273334,0.04424177949937988
184,C+Ca+Fe,744,3,3,8.302791622979385,0.04015135646109467
190,C+Ca+Mo,744,3,3,8.104768963138667,0.04389535103962164
192,C+Ca+S,744,3,3,11.283957619899411,0.010285449060320096
195,C+Fe+Hg,744,3,3,12.381634694916102,0.006183887177555739
196,C+Fe+Ir,744,3,3,8.214482283905454,0.041780865889729846
197,C+Fe+K,744,3,3,8.535740404168791,0.03614480313420841
198,C+Fe+Mg,744,3,3,9.596082496882445,0.022330869323059117
199,C+Fe+Mn,744,3,3,8.556219096188215,0.03581186870118272
200,C+Fe+Mo,744,3,3,12.778639144794397,0.005140606704801158
201,C+Fe+O,744,3,3,10.027007891135327,0.018337948078446405
202,C+Fe+S,744,3,3,13.153922609265464,0.0043152911837282875
203,C+Fe+Si,744,3,3,8.986165520423128,0.029475390090931728
204,C+Fe+Ti,744,3,3,10.600217218472608,0.014096251269977293
207,C+Hg+Mg,744,3,3,8.073686234513843,0.04451312912554962
209,C+Hg+Mo,744,3,3,12.406467597783376,0.006112894671293942
210,C+Hg+O,744,3,3,8.840959639239372,0.03148188096788408
211,C+Hg+S,744,3,3,15.1619544355799,0.0016833497931764807
212,C+Hg+Si,744,3,3,9.605437116821122,0.022235740785176556
213,C+Hg+Ti,744,3,3,8.835801870853174,0.031555557360120494
217,C+Ir+Mo,744,3,3,8.12866968412709,0.04342600837614865
219,C+Ir+S,744,3,3,11.159757947456455,0.010892638530096815
224,C+K+Mo,744,3,3,8.300868793742666,0.04018616759694326
226,C+K+S,744,3,3,11.463958931752131,0.009464270589220846
230,C+Mg+Mo,744,3,3,9.726283578301263,0.021042024705380906
232,C+Mg+S,744,3,3,12.203000805619013,0.006719150927107893
235,C+Mn+Mo,744,3,3,8.511938716288569,0.036535562268178175
237,C+Mn+S,744,3,3,11.40953360435924,0.009705491757179142
