Sequence_ID	biosample_accession
2b960c07de1bc9f878eb61776e81e6c3	SAMN12684770
2babf20b03c90b11e3da0f2bd2d6da73	SAMN12684770
2bd2dd190d4dd23c3d0d63070f377f2c	SAMN12684770
2bd5993c70ea72d03ef463d8ffc117c2	SAMN12684819
2bd843fa7a71c869b18ed6a176b8f4cb	SAMN12684770
2bfe1959e593e0cd29dec514df43d334	SAMN12684770
2c0a686f40ac06f17f264b5fe1d474ac	SAMN12684770
2c1082655a1edb0f2fd219494a0ef160	SAMN12684819
2c27f1c0998dcf732656deed56835b52	SAMN12684770
2c459ba78920260cc639df7071b63650	SAMN12684770
2c8740aadfd2783061185b2fcbf00a78	SAMN12684770
2ca8cc5c93960a1530edf67ae7539649	SAMN12684770
2cbcbc69629a80f92bf17df9016f30a6	SAMN12684770
2cc0c6f29b8d4af96e931d889b0f0185	SAMN12684770
2cca0a27ef778667e1f56d70413e7fdd	SAMN12684770
2cf8b02d41273c34ff0cb9f0fce21572	SAMN12684819
2d38a45c7227b45827c01f76bccb25b2	SAMN12684819
2d61d70dc21cca8df93354a37a84d1ec	SAMN12684770
2d65fc46bba8c78197db51a724599d23	SAMN12684770
2d8877a6853a7c2bd5753062004daf0a	SAMN12684770
2da9edcdb9a838d39caa57527c46efc4	SAMN12684770
2dada109bb159803a5edefe8433d2900	SAMN12684770
2db7b230f9ad221ff36f6a5447f262a8	SAMN12684770
2def3a980417223eaa5c91515fea3e9e	SAMN12684770
2e07df480c5f84e06a2023ca4db6c401	SAMN12684770
2e34cf751af5cde440f5296308d8ec5d	SAMN12684770
2e39a412361536946bcdf4ad3e84234d	SAMN12684770
2e630cd2c6fd8a0b2762cc5f0c0b79fe	SAMN12684770
2e73ca563ec819e6d82e05644410049a	SAMN12684770
2e74b2826f9c720ce57c468f379474a6	SAMN12684770
2e980768ea7dbd5ee510256cae366147	SAMN12684770
2ea8bc0e3aef28a2c6f264ac47c239bd	SAMN12684819
2ed6471450426150138212a4c57bffb2	SAMN12684770
2ee60d4e27339638b6b0277f6581dba7	SAMN12684770
2efb92210f43b98acb1248da38a798e3	SAMN12684770
2f070b457d4828e0cef6ca1e1e5578a9	SAMN12684770
2f1638ab6213bad0bbebc7bd19a8760a	SAMN12684819
2f25de61f39405e3ae80a44150db9c64	SAMN12684770
2f3d71ba0995a3280a85e2dc9813d20d	SAMN12684819
2f420178568e74728312e7bf309d9694	SAMN12684770
2f4e79b3b5f49f0c6d18f966af63e8eb	SAMN12684770
2f6156b9ed05f22f57065a6ef53a2829	SAMN12684770
2f664d7eeb4e2b5f22de6e380343c2d7	SAMN12684770
2fb1af85f7ce6a37f1ada26b0b77f51e	SAMN12684819
2fb7a11c74f5352e98e4e4b32b70af5f	SAMN12684770
2fb8c094c5d33d883c87734f6ae216e1	SAMN12684770
2fb9cc3736811a01a75df59f1f6bec24	SAMN12684819
2fbd2943fc19fc96a5af58af436a66c8	SAMN12684770
2fd0f5dc35ce4b2a98980615f84964ba	SAMN12684770
2fd434507a2a7728bffc2eacd5e523ed	SAMN12684770
2fe46029c09ba1a2f4598ec2912e025b	SAMN12684770
2ffe94a66dce9b9c577b469d60c94b30	SAMN12684770
301080951eabadb0f8374088bbc4e159	SAMN12684770
3031001b905ece6992bd5980ca16273d	SAMN12684770
303ed42dc0f7eabc98d623632c6e1044	SAMN12684770
305efa9dcafaf65a29d6cd00da1cb000	SAMN12684770
308a895e1af9ddb054bfdfe40fd44fb2	SAMN12684770
30b49f8930408009b75124256b5252ee	SAMN12684770
30c0484616e898147830ecb436fb70d1	SAMN12684770
30e7ab21cad7b31f8baa63247b978076	SAMN12684770
30f319349154480edd5b2ad360394ca0	SAMN12684819
3100a71199bbdc34c3903e73d695da61	SAMN12684770
310395ed8234e238654e31975559f9cd	SAMN12684770
31273dfbdb99c292162a639190e74219	SAMN12684819
313600859f172f831f5675a3f2131e86	SAMN12684770
315723872f76b60d9113c41732abd2a3	SAMN12684770
3198f730d83b75f6db8c585bad749c08	SAMN12684770
319ae1bae730cd33f5096362303b2891	SAMN12684770
31a9165af54cafcda14b2d3cd06b5a2b	SAMN12684819
31b580e7ecdf961bf1a48f005a5080bb	SAMN12684770
31cdce2e21f888f306f2c7d0b25efb8f	SAMN12684819
31da0e233ae56e5eeb74055e2a2800d0	SAMN12684819
3209592c1eef642b2df1a26a4481859e	SAMN12684770
3219c88b008368946e213128fe5b3c52	SAMN12684770
32253ca423769866d5872f944b4cad9c	SAMN12684770
322d2b0490e2e6ea2ff4b3ebe22d1582	SAMN12684770
325eb2fba9e461679fee0fc8db4dcb17	SAMN12684819
325ed23184122331e0e785fab7cdcd0e	SAMN12684770
327f6a0921e5b6458c3703b9b86549ae	SAMN12684819
328daae3d7cb34ac45a2b6dc87ddb0c2	SAMN12684770
32a88b61d71d5d383d0d48c29ec5a176	SAMN12684770
32ab40663cfa83f8c4c1ef830f2e7bb0	SAMN12684770
32b16993b425c0e8f016202fe4c3b54b	SAMN12684770
32baff0742502c8b4fb7166b33503bce	SAMN12684770
32de9caa43dd4ebe31122466aaa5541b	SAMN12684819
32df74463fd3ae86b9d119e42bab9856	SAMN12684770
32e89f50b780dec9d46331e7333b9282	SAMN12684770
3311ae68df522735c9b233b629071577	SAMN12684770
3328b24d8f9d8e7278df99db8e1ece90	SAMN12684770
332ed2133350de198307d68f73289b85	SAMN12684819
333a4df8ba131df367115581e7fbf009	SAMN12684819
334758e6d97c5034fc695302ad220526	SAMN12684770
334cdd4bcd2a2badb6d04e05154868a7	SAMN12684770
33664c601f2c1d8aa3a9d0c20ffc86cf	SAMN12684819
3374f236cabc2092433c8391f41db45f	SAMN12684819
3384d2043a6b61e638f0e8c56ba897d4	SAMN12684770
33977703a9c2b9c8e260e630bf797e0e	SAMN12684770
33b793477982f1cc869a72e0c399723a	SAMN12684770
33eb53c9bef3f57c5ad45691f2f81cb5	SAMN12684770
33ec1d432ceeed0ca6986b02ad60e5dc	SAMN12684819
340393c0a31a56e36705474a2498e741	SAMN12684770
3408ad6cb47893b6a79c0d35e42e22b9	SAMN12684770
3412beed74ee01e3667689697a9b0324	SAMN12684770
3417125067fbf9a42e9c624431c9e1ff	SAMN12684770
3418e0f2f1fe3a57b701bf9e8daba58c	SAMN12684770
3419f783075f4320890843074bfa791b	SAMN12684770
34303ca08e0e6693fd6cf23314c7d971	SAMN12684819
3430702708fefc8d4e0c8b0bf94056fc	SAMN12684770
34373e45ab6093a2252e6e5f1495f215	SAMN12684770
3446f0f70a4f77ea7d8778c1130adb4d	SAMN12684770
3458b4b6de87ac9d8a5fd9a3e3dbb6f8	SAMN12684770
345d82b8bb453276849ba941e8f73047	SAMN12684770
3460b9786fb22aa9c8c9595d1ce20a5e	SAMN12684770
3468927cf4572c6461f37a788a4f684a	SAMN12684770
34704a7a5f722fb6deba4e114f367600	SAMN12684819
3484fd5f782af457d24d011002a9fbf5	SAMN12684770
34ba1bb08f87d4c3be08d21114cebd1b	SAMN12684770
34cbe8bcc50a2701addcd04467460956	SAMN12684770
34d70de1c9dec04011722de8878392b6	SAMN12684770
34f074e6ab2b10b33527ffbdce8bb2ae	SAMN12684770
35125c161a8834d1c931f183be7d0fac	SAMN12684770
3513e8beba7d2aa85327203a584bfb9a	SAMN12684770
3551aba73d532811d42e2a2d4eadd46e	SAMN12684770
3554f2469c2ab6546d23e6252beec434	SAMN12684819
357c67e4b7340bc3f2101d8072cb6c45	SAMN12684770
3584230fc6e562491f848c1cf85e7667	SAMN12684770
359413ff8c4da6c2cdbf899c6c74015b	SAMN12684819
3594b45cdd04408850ef4fda859b205d	SAMN12684770
35b1c512f679e524a7fd632be11d1da9	SAMN12684819
35c068db3ec460d9a56f2d1b9df80594	SAMN12684770
35f32728ff7bd3c5b2e521a10ae8a954	SAMN12684819
360692f1fde7427fd14da9f2400fdd4d	SAMN12684770
3610cfe9e80e782fe87ce481cd4fe7c2	SAMN12684770
363654066423fd00a4b3bc4251cb1907	SAMN12684770
364731dd71e2903bd42298e4153d50bf	SAMN12684819
365ab209625b642ebce19462c7375d53	SAMN12684819
36606fbd7f0086da08e2924b9f91fd0a	SAMN12684770
36687be714a04434e7660b6323a34b95	SAMN12684770
367993386cb379cb11bcdbe599228a4a	SAMN12684819
368abaab2dffcaf3a919ff91ca8d13bd	SAMN12684770
3698d0519b1c32cc5428e6a9db132fd5	SAMN12684819
36a7556580cd7f556ccac4b9e03fc80b	SAMN12684819
36ced003439a5a5cb4cdfa63d2cabbd5	SAMN12684770
36d07de7753667da40e801c6ab582aba	SAMN12684770
36d762540a742087941b302c73f206ab	SAMN12684770
36f455b686043ab07bbf7d76e15ac48b	SAMN12684770
3725105979d2cdf94d7776086798120f	SAMN12684819
3743cda40a493e95219f6b93a7ce5759	SAMN12684770
3755db019558f086f23fd68f42500f6e	SAMN12684770
377399a0210b71b4af7c2451ead0cb36	SAMN12684770
3775c4e4aefa53931d2484f31b36be66	SAMN12684819
37a5f2870c6072a6c501d35ffe2f059c	SAMN12684770
37f07ba61f110b4c249b56f98a5f09ef	SAMN12684770
37f8497e8457b559d4ac700add4a8eeb	SAMN12684770
3800c45a22f99fb32a315be5be473c78	SAMN12684770
3803f68647559868735598eb4975167e	SAMN12684770
380deb2472dc696bb478881220ba4824	SAMN12684770
380f0695e6f879d489e88f0eaaecfc69	SAMN12684770
381c489f292dddca99862543b843d897	SAMN12684770
3821172eacb79a5b02a4be849381b32e	SAMN12684770
3821698fbba384368ef66469d2270514	SAMN12684819
3825f4230f79bd94facd055dd41b6366	SAMN12684770
382621efdec3be2aedaa86156cfb0d4d	SAMN12684770
382f42cfa9f379ac6acac8c94b8c949c	SAMN12684770
384e7e2169ba26a68c7eb15087c5b21e	SAMN12684770
384f38b5455e2b86f3a5431eb7f9f2ff	SAMN12684770
388c3bc8349fd3c494a4079eb7e83f26	SAMN12684770
38c0d9fedd46efba7e32dc06309799e7	SAMN12684819
38c30225956ee70af02861be9a662376	SAMN12684819
38ee3359662fee559ce63d2e7e495870	SAMN12684770
38ee81c182975d5d13c050114402fdb3	SAMN12684819
391b202ef29134d56b9b87de2cefa8e8	SAMN12684770
392e45f00a6ef348eb2980687aeda1af	SAMN12684770
3934ca20ee256476e4a4cfe0f8771dd7	SAMN12684770
393520b10309b3df321b6e47b129de30	SAMN12684770
3953c728c8892f0ceae87ce44b2d7eba	SAMN12684770
3961b84b5dad61334c935ab6df97a1a0	SAMN12684770
39957eef4e50a21f97c4272e085f956b	SAMN12684819
39a75d592016d7d9dd63e4ee1ad7e69e	SAMN12684770
39c5aee8d7d87b6796fc648dc6d168f8	SAMN12684770
39ed43de8346628623d76b62a66bf4f5	SAMN12684770
39f0701c49e0e1eeba470a3e723940ef	SAMN12684819
39f6aa1f2069fecccdd3d150e7184de5	SAMN12684819
3a27f03311eac99dbf27456ac7a6d246	SAMN12684770
3a43ab6355fd0972d47909ef1ad4346e	SAMN12684770
3a609eebc86a15244c83a00b2a7fb6ee	SAMN12684770
3a759def310901d92b16be4e9662fb8a	SAMN12684819
3a769186df7d9e6b8139f567c77352fd	SAMN12684770
3a9819f579100497b2c582b5c47ae77c	SAMN12684770
3aa72ac9724441459ea8e0c99e137aa8	SAMN12684770
3aa7e496a07686ec344c077db3e9fde3	SAMN12684819
3ac8e24e651f47b022b72cbeca219f45	SAMN12684770
3adcbaece029456779404bb0d34f4647	SAMN12684770
3ae91f06b027840bdcc867437b15b900	SAMN12684770
3b0c1d60b0f1c549aba9bebdee951323	SAMN12684770
3b16b0c6bb60952b54fe9c746d66d0ab	SAMN12684770
3b247766db4d105d8ab314db8791740c	SAMN12684770
3b60c2871a49afe0335d739f1ad3a5c0	SAMN12684770
3b655e605b6c4f1ffd2a9a7bd9c4120a	SAMN12684770
3b9ae43dd261dffe20693784898e0cbb	SAMN12684819
3bd41670cf064618e4db22bdb0219306	SAMN12684819
3be013c122fde94a8fba98f6fdb70824	SAMN12684819
3be6a85669538db81d8a89e5e60f625d	SAMN12684770
3beeb895d90c925965cf37325e80ccc0	SAMN12684819
3bfa7f082ff1a1a95523f79ac365f1a0	SAMN12684770
3c1300cf78e569ceb1ebbdbd451750cd	SAMN12684819
3c24ecf5e406fd13ed9206a2a3be01f8	SAMN12684770
3c35a926a7293a5926be6e2dae61601d	SAMN12684770
3c35d1c42218e3af5e7a76d4f52307af	SAMN12684770
3c4522efd70de1e75c9e091af612fb70	SAMN12684770
3c47e02bfe5e2563c7da3dcb17ee8cd9	SAMN12684770
3c571e0da629fa7c2f65a1272f015663	SAMN12684770
3c57c58143cc4d653d2b05a4895c44f4	SAMN12684770
3c5862ee0b6d8e07c063d00ab0be19cf	SAMN12684770
3c68585f0e52653e7d42dfea6968184f	SAMN12684770
3c6ffbcb2bd18ffe165e1bc75779a5ac	SAMN12684770
3c72d1120e8c5e47abd7a04b401df7f4	SAMN12684770
3c775a6fbe277d7c163e6b936d7a3490	SAMN12684770
3c9d35ad9b2c64adb28a578a1ebad835	SAMN12684770
3c9e459233fda4def1f05bec6732736d	SAMN12684819
3cb77e52b086ff8ffb8febfb2507eb63	SAMN12684819
3ccf1eb48cc6d9455baa1cd11653e086	SAMN12684819
3cd37910d16758ef123cc52c76282735	SAMN12684819
3d43fc757d80882a2bb88e53c1f7b92f	SAMN12684770
3d4e406bf894d0af0334a1a9b1532754	SAMN12684770
3d676e97363fc22ae5a79c1507158c7d	SAMN12684770
3d703b5ebaaf2d5aacba636143fa6875	SAMN12684770
3d7658acb38f4cb84b6d9845ed451717	SAMN12684770
3d87f0d94279867a0945bd47ba17ffba	SAMN12684770
3d8801db637568907ba058bbe0c130b2	SAMN12684819
3d981f13c884df4b3e1dac807f2ba2d0	SAMN12684770
3dad961306c09161d691a1deac7f67e2	SAMN12684770
3db5c32ba91d176f9a91369af781702d	SAMN12684770
3dd7ac08d161e3aed6f58171a1f07ef2	SAMN12684770
3df335211071787e4154e09a69e4c55d	SAMN12684770
3e2c1ee40aa810a95c7d47a752b8d964	SAMN12684770
3e48693f3259b1052c39bf89506b4a3d	SAMN12684770
3e4b54a624b7ef73db6fd75373738c35	SAMN12684819
3e511e151a5744dcb0de5d68d9f92778	SAMN12684770
3e5e9618023e73a171e0b23f4120d585	SAMN12684819
3e621e418a42f6b70f8c1bd6bb191ff3	SAMN12684770
3e6d265478ddadee060c014e51ca3da2	SAMN12684770
3ea005c7ed131c8acc085dbb0f3ad2c3	SAMN12684770
3eb32ac403ebb0658eef5d68e49a6002	SAMN12684770
3eb893294665785e6dc80edb2fd48eb6	SAMN12684770
3eb9425be23175075a3f35a4bd3883af	SAMN12684770
3eb9f135451ae033927c6dd671cee249	SAMN12684770
3ebc58ae767a6aa1d510155896b1258e	SAMN12684819
3ee068d68a450e2b3b49cbe01b329836	SAMN12684770
3ee2c736dae78e6b6c4442b36c2fa7c1	SAMN12684770
3f204ba91c311ebacb84d88feca3d608	SAMN12684770
3f4fe4a51ed60dbb5a9feda10ec97375	SAMN12684770
3f611ac490963b39630f0103f9d7a934	SAMN12684819
3f6fc336b718031e7406c87e6ee28af5	SAMN12684770
3f78ba8c3083f64dc41f963bdaa8ebcd	SAMN12684819
3f7eb6df8ba78feede77be8fd6aa110a	SAMN12684770
3fb5b15ed5633338c62a49a73e1aa190	SAMN12684770
3fcbdb37b10341823caf4c0e25ca843e	SAMN12684770
4051c288f4f727aed806fe3cc3e3d409	SAMN12684770
4058c3248f1a0e25496d8966d3677724	SAMN12684770
4060c76f82e418f4f427aec8bed09efb	SAMN12684819
406b22470c9de37cbfef3e5a00f9c8ad	SAMN12684770
409a925f9203c5bffaf73d3ad070a8f4	SAMN12684819
40a6fd21527a871fe0da6de3c0bd02f8	SAMN12684770
40aaacd68670268bbeea6bd3c430c5c1	SAMN12684770
40bc4bb86e60cd2556ec708dc1fcaa38	SAMN12684819
40c77d21b76a8a5ebe798fba8c1d9371	SAMN12684770
40ce7819dd77f8ca786aa49d847c7841	SAMN12684819
40d411dca07072306529388b16ab6c78	SAMN12684770
4107f56cb447dec4da99cc689d92ee99	SAMN12684770
41163b8051c16aa5fbefab3ef9bb6f81	SAMN12684770
4146873dfab3446564668476115f1407	SAMN12684819
4166a986db0dd8b6c4ff38a1dc4a217c	SAMN12684770
41695fe87dbd37441c320fdd2d1bec5c	SAMN12684819
416fe3f0a4539db722b3ea5ab9eb5659	SAMN12684770
41739aa84ace0b4755df8099fdaeda1d	SAMN12684770
417c841507fe5feb1b541ed5264f1cd0	SAMN12684770
4197e35442881f1f07ff5fe8e9c17a54	SAMN12684770
41d913cdf3a78fe0a0933892ad267112	SAMN12684770
41e1f5ecc18d2e8e0c3287eec616784b	SAMN12684819
420426978a2de9f4cbc7e201e05e6254	SAMN12684770
42073e1e15fb06f00f9cc80b751d1fe6	SAMN12684770
42505f27cb533fc9dcfe814aaff65c7e	SAMN12684770
425e82a5dd1db9831d1b760b064e8735	SAMN12684770
42873b59f7995472d195107846f08809	SAMN12684770
42a23c8f854e7d31b5f804d97d30604f	SAMN12684770
42a7b019837000ab3ab0c096a66cae2d	SAMN12684770
42aefb234c85a14bc69ee8f1318d4650	SAMN12684819
42ba873c48ef6df826842837ac3f60fa	SAMN12684819
43027b69228eda8b8375be25dffd2894	SAMN12684819
430b7bbbce41981c60d27c49d0db8ebc	SAMN12684770
4316890220802455e9c8f6f9de707f6b	SAMN12684770
4322c290c21c6786325f8677abee11a7	SAMN12684770
4327c4f17b3074c72fb3bbcf417c40d2	SAMN12684770
4329f388d27899aff0104e885847e5d2	SAMN12684770
4362f305f8e49c42f803262c7e8ae22f	SAMN12684770
4373aec8cb47dab4551b5259cfbd15fd	SAMN12684770
43759a43e5fb5206a2b1d896eccd4077	SAMN12684770
439c2a1efafb507b0d2cca514fe24dfc	SAMN12684770
43aad2b1b9f98eba48bf787946d1042f	SAMN12684819
43b9553e6ece9deb89cf67acdc4892fc	SAMN12684770
43c73e838af6d75a44c27140600c71f5	SAMN12684770
43da371a37d8da5bfa1ef56e2e78317a	SAMN12684819
43de0096e5f936630d6eaedf3f579b4d	SAMN12684770
43e7059a191a6912c9e8bf973f252692	SAMN12684770
43fe9cc12f6b5b1c9ecca250f5173755	SAMN12684770
4409a3d01c4c0c8d20f9441b2981b85a	SAMN12684770
440de67120d5a63e46f8f3cbf2c97077	SAMN12684770
443f3bde5ac6e6d187a8f4f451d9c05d	SAMN12684770
44568ad82c0e6cdb3b7a1255dbf31b34	SAMN12684770
4460c49d4542a49217bf01821a87b2a4	SAMN12684770
44633c7aa002ae660f6aff3ec8aa1f30	SAMN12684819
4478953bfbd5b7b51f9cad5461abc8f5	SAMN12684770
44a11bffb41eb95c694848af2fc95aae	SAMN12684770
44a6181b7262c0a4352c7addab4ff5c6	SAMN12684770
44a7b220af4f68fdbc5fbf0311a9b96f	SAMN12684819
44c0abe0dc5f1a43e78e367301522ade	SAMN12684770
44d9679f70e8fe321289046797f9226c	SAMN12684770
44ec5a861370410f314049dede7d94e1	SAMN12684819
450cd0f30283c679c589db8c3d1401d1	SAMN12684770
452221d8882637f7f0cc8d4e336ff377	SAMN12684770
452448dbca4436f2bc42bbe52c7bd934	SAMN12684770
4525aa1d00da09a5c6f72e8587c67d09	SAMN12684770
45448b70c66099822ad3a5f92977d3fa	SAMN12684770
45483eafdd10c6f170b1e149bbb0df1e	SAMN12684819
4565e99ca444cef812f2a95b9f99dd37	SAMN12684770
45762494e84e6e0898d70897cc4b9ff7	SAMN12684770
45925bc54909f688be6be560fdb913b3	SAMN12684770
45c020ffeb15b3f1da4408261b697fcd	SAMN12684770
45d38bb2a9b099c2d701044465953c76	SAMN12684770
45dfc8117922cae133618602d90d0375	SAMN12684819
45f872697fcba15bde3c50e930c59e68	SAMN12684770
460b7884773cfc7058e9f618aceb3dae	SAMN12684770
466430248245a00ee5e965964a8eedb4	SAMN12684770
466acb7c4c1ffdb765a5a4c240d78e0b	SAMN12684819
466bc7f3820cfb99ad67f36874338da8	SAMN12684770
466cf47203a6046c1e64486cc931ba9f	SAMN12684770
4684a30ec301024bedc8f8203a5411e5	SAMN12684819
4689610bc7d543503778981a59b6cab2	SAMN12684770
468c2cf28eddf72fb5cad983d7b12610	SAMN12684770
46a742674d0a9db248cb891370117d42	SAMN12684770
46bb1fac7d1261ce5d7f306bc0f426b1	SAMN12684770
46e6d433b97900bbd75f9ef68c6ce0a5	SAMN12684770
4726b97cd7365fbce4020b65fd4b78a7	SAMN12684770
474ae7c6acd5b9116f6fd0915483c442	SAMN12684819
47528a3be6603fe6287c283420ad154d	SAMN12684770
475e7a8045f9cb414e346a31e8ae7d93	SAMN12684770
47618942b39dc0ade3882d9108b437d1	SAMN12684770
4763425ac1366f09715944798276477b	SAMN12684770
476c47b13a8eac016b172651d7c05765	SAMN12684819
478ef693dd96d42abdbdc1c6efd88b9a	SAMN12684770
47972cb4d32211c38ae404545b221757	SAMN12684819
479d53d91cd227fd23bdddcf4d8b96e1	SAMN12684819
47a9fa3e8cfb1ac7f6c66e07227969be	SAMN12684819
47b036728d736bb352a5e8e1bcb6ded2	SAMN12684770
47cd026c95550a5b21ed5ca2fe964a47	SAMN12684819
47d083728f15ef702e35454da99d7667	SAMN12684770
47d10c0f1ed0981745186deae4877e48	SAMN12684770
47f744c87f608ec41171336d6e1e0aed	SAMN12684770
481f7bc9730cafc89f1bde08db26cb3e	SAMN12684770
4843d3ca734e34d39ccbe8dbd60356d1	SAMN12684770
485f1b2364fd48fe3d3c4079e86ec90d	SAMN12684770
486c380c56d81bf2108146017a424cd8	SAMN12684819
4871dd94c5f68149af12d2140f0f2912	SAMN12684770
48747a15d9ad68de67bc47ebe119b8bc	SAMN12684770
48941de3ed20ebfc8cd5d7ab1f25e849	SAMN12684770
48bec23e63e94150bafeec0628675590	SAMN12684819
48c48686522008895d03a4b2c45fa390	SAMN12684770
48cc3356a0ed4402b0c182577e7e6c9c	SAMN12684819
48ce14ce77ecb3a690169fbdb92b0d82	SAMN12684770
48fc8de521f7caab7f942cf510f6598d	SAMN12684770
4901e88bf2cdcde45ff1fb7b7184de62	SAMN12684770
49261ab45dbc69394677acae60688aad	SAMN12684770
4936704074611a1178cededde018cee2	SAMN12684770
493cd308d415d359884f7dbb8ede7e6d	SAMN12684770
4940c2ae67a3404980b7e33559f5926e	SAMN12684819
4946e5241c478eb02b5cc9dd9c948c31	SAMN12684770
494ff554cf18412445ae6c58176b8ce3	SAMN12684770
49624f51aafe84277d18c43ab44e09d4	SAMN12684770
496acd42cefe843c7115aae221c8e866	SAMN12684770
496e1616c88292a1cacd9fba1efa0d4e	SAMN12684770
49a8525bc44ee58c1cbfbbbc8c056c4b	SAMN12684770
49b5579a6689ab6122e43f75b14d9eb4	SAMN12684770
49de892da3f919a1f144930c758fd4b5	SAMN12684770
49e9a8d39047529d20a92666ed266c40	SAMN12684819
4a08c2ceec319ee4f795c7bcde00a3c0	SAMN12684770
4a17ce9d4b4aca06b537ed595ae2883e	SAMN12684770
4a18e745560316ee542ef16da0f99420	SAMN12684770
4a24732083f4b662790217f7ebec5386	SAMN12684819
4a26c31408b04963646533ed6a32d70b	SAMN12684770
4a4023d10172a6fdacad28b006e7c133	SAMN12684770
4a47cc00c2a9d3ecd9428b5b53c16a3e	SAMN12684770
4a5b9716d0fa530be693f357e2463a34	SAMN12684819
4a66f9384d300fcaa4d29281ac6cf0d4	SAMN12684770
4a70fbdc21964b2512ed37653d732df7	SAMN12684770
4a7689949be3f20b2dd9c295e28d70cb	SAMN12684770
4a7782f5004c0811abf903d13f420b9a	SAMN12684770
4a799754ec7ad392d478e28c67e62915	SAMN12684819
4a831a161151f0c31953841e559a49ab	SAMN12684819
4a859b64c9214a4837b9929c0b0c2c29	SAMN12684819
4a85ea066422d8434efbced309ae2da9	SAMN12684819
4a929a2b801ce51bbe6186f9984cbdb9	SAMN12684770
4ab355d3e8d29e34d6fd1a1fd1ce49db	SAMN12684770
4ac525fd88ef6505f8d2f0e1a363ad00	SAMN12684770
4ae65d6cb7d1e9607f9fdd10a5098d61	SAMN12684819
4afb28366f51c7bce6917528987e0e50	SAMN12684770
4b299ad1aa6091d6af9562ea9ab89c46	SAMN12684770
4b30352ff944c44ee6802b84eca74647	SAMN12684770
4b3d1d228ff90e9051bae802dc6aebbc	SAMN12684770
4b5270e77546ca40e3fd35104734fcc5	SAMN12684770
4b8585807c9512bdb2a29625b4e42dde	SAMN12684770
4b9a284d2c6522efdab8a1320e509b34	SAMN12684770
4ba06caf874fe87779c648f89cca787d	SAMN12684819
4bccbdb96fb331b5bd8aec33cbb8a34e	SAMN12684770
4bdc2c74bb20d48616834af60e7133bf	SAMN12684770
4bf23b01f355c6eeb4f1dbdf31064375	SAMN12684770
4c1d222808199693f2299803e73b3621	SAMN12684819
4c30e5ab4430367b82eeefefae3af9ce	SAMN12684770
4c338239cc7947223b7802b489d723e5	SAMN12684770
4c3b54114034b8ecb77f90ba3331e8b6	SAMN12684770
4c543648a0fc28472c7c282ef12ecedb	SAMN12684770
4c6b4af4d10d7f92b7b4290625eb9c78	SAMN12684770
4c746ad72ead05131dc6f85847d7fd3a	SAMN12684819
4c7707d3b632fcf7d8d532cb171458e3	SAMN12684770
4c8117966ef11c8185a6823a317a4350	SAMN12684770
4c89238d24d866362623348b556ecf46	SAMN12684819
4c98c2c6f957695a04e2e79273792a34	SAMN12684770
4ca6d46310aa917f049b4d2f82c2d851	SAMN12684770
4ce6fed5640de93c2b833a5fd801520f	SAMN12684770
4cf6f09f0b67b5a9aa664e64c09c6669	SAMN12684770
4cf842e88644ea7fdc381117aabf101f	SAMN12684770
4d0a156252f4cd76c7c51ca4228d1ddd	SAMN12684770
4d13b48a3444ffa1d4a76be529b3b0ec	SAMN12684770
4d46f946e3895c50565bcc462d057613	SAMN12684770
4d4982f6c99ad6f34ede70de71afc81c	SAMN12684770
4d4c7330bc256ad99346d26d51e23709	SAMN12684819
4d5a6c0a5fd8659b1057e2a60675dbc9	SAMN12684819
4dad7d25541f8150ec07fae3f45136f5	SAMN12684770
4dd2cb468c0c47c056237c3e6a2b821c	SAMN12684770
4dd3f641a311c1b1c53a336392440003	SAMN12684770
4ddf2d879be2e35b8b98df3ebaf410da	SAMN12684770
4de018ac3ef112544c5d1dd9674abd8a	SAMN12684770
4e16729dd736ac80969516630d5a4cc7	SAMN12684819
4e43380e99221fb698c595cd487b0ff7	SAMN12684770
4e5c17773ec3513e31d6fabb85613176	SAMN12684770
4e62d63323f0da5f8d9e24f8df2d9755	SAMN12684770
4e936bb7eeaba1b55a1ad5543b802cc0	SAMN12684770
4eb76de27713c5cd10198f34b0676d99	SAMN12684770
4eb90caac085b0d72daa2c9e7dfcad5b	SAMN12684770
4ec58b949c52eff0d520705d20df6e92	SAMN12684770
4edbdd284aeda084b2328c723ed36543	SAMN12684770
4eea2237c0ba8ff3c8c3e221b66fb8a3	SAMN12684770
4f047aeaa1e7497837d619451469133d	SAMN12684770
4f061d4086a482e9d1f2226c0cf269c1	SAMN12684770
4f2c7bc2bcac0fc6be28b500f21ad3b5	SAMN12684770
4f319d8e569018fcf6a16902b8ca9e99	SAMN12684770
4f6a68ba8ea64ad4f6a6fdd23842fbba	SAMN12684770
4f7858d7c79aef156199cb2e09aaaef9	SAMN12684770
4f7ed71a277b97de2152df0dbc4b815d	SAMN12684770
4f9577a9ec95717acd97056ebb492cc6	SAMN12684770
4f9743127e1979795cbd7f6dfee7797b	SAMN12684819
4f9c8c07dbd8f4dec438a0b9eaf9c55b	SAMN12684770
4fc14c24f934bbd937b247bbef6601da	SAMN12684819
4fcea0c64836e543f293fe3703df3aa6	SAMN12684770
4fdcbde90310755f5b70123c2534518b	SAMN12684770
4fe272fbd38bfc95ced04db4d6ef8a8b	SAMN12684770
