Sequence_ID	biosample_accession
4ff2afc108f68afaa4b0f0b9066aa1e2	SAMN12684770
4ffe08f3484ea6943acbcf804b89ecb4	SAMN12684770
5001ebb69c7fa93cc2838c10fe13978b	SAMN12684770
501499ec07f469a74a233774e41350a2	SAMN12684770
501d3db8da960084174a0c789dfbff09	SAMN12684819
502b3ef88260ad69a1501e1a7588a868	SAMN12684770
503c40cc5bb178091b9195401c9d982f	SAMN12684770
50410d540d77dafda52fd0598c02a220	SAMN12684819
5041da069af10a033015040778673f1c	SAMN12684770
50460ea9a647297a0ad86c663b02c01d	SAMN12684770
505245ef8ac14a0c9b82c57ff02be56f	SAMN12684770
505280230fd88bc8e09e5cf3c3840036	SAMN12684770
506169bd58ec3fba3888b7f057696ea5	SAMN12684819
50666a3ed57ecfbdb33ffc55233776aa	SAMN12684770
506b065f4da1fb25e0eeeac95af5af80	SAMN12684770
50be96315a461a4736cac4090e81e17b	SAMN12684770
50dfa57ac0589d5274e49a03ce9c9c8b	SAMN12684770
50eb30061a91f28a1bdb3a1c5e6e959f	SAMN12684770
510d50b0c027dc463a6d66761b3e53a5	SAMN12684770
514063957d26116b63e4dedd30862029	SAMN12684770
5154601fed6b0ca49ad5d985ae37e99b	SAMN12684770
517c3f67a3b1ff7bac96cb30e376a3a4	SAMN12684770
51d362b982750ee121ef65df861acb6d	SAMN12684770
51e11388e9761a17b6eb721698b68e77	SAMN12684770
51ef5e56df2c3f830d486b70b8db62ec	SAMN12684770
51f2dd8f1e756380dd5cce9546870abd	SAMN12684819
526a3bd26ff8cf885f2c6bebc09115bb	SAMN12684770
5276ccd56194e82f9f3bab9aac79f777	SAMN12684819
52883c728e2e5039c29572150b05e379	SAMN12684770
528937490020a6ee945cb7c7802f3d31	SAMN12684770
52aea576874a52c94e61272a0df9e259	SAMN12684819
52b4d9579fc4872c69f8d19702461468	SAMN12684819
52c2334643afb5cbc74d5f6ea4b460a3	SAMN12684770
52dc08a8ed90a4f7d6bf3833c340a11c	SAMN12684770
52dfe96caf0f6a4cf7590c75380e8a03	SAMN12684770
52dfed1bd0eacaf61d65f9553c9e3afb	SAMN12684770
5327fc3d20225eada5729ffa0d41cf24	SAMN12684770
537f10b7f29ba0580ee503a70b95e71c	SAMN12684770
53de6a68d1270a468c0beab608ef6a9d	SAMN12684770
53f0791e61c8de1349ed7cc05ac83402	SAMN12684770
53f4ce973b79cfbdc805e89686a72e05	SAMN12684770
53fc08d62197fdeebab1204b5af868bc	SAMN12684819
542b62df771428642a7d7c56764acbbd	SAMN12684770
542e487893d40ae29c724f07999a7550	SAMN12684770
543e33928bbe42ee1d399e7db6ab0911	SAMN12684770
5474890b28a42eadfdc28a9629f2bedc	SAMN12684819
54873e2f18bad0e5edbad6df2bd594ad	SAMN12684770
54944a85a26b86fe66e84868f8da6a1d	SAMN12684770
54949b456d5892afe2b3a6d4c1891218	SAMN12684770
549724ec2f80c0fd733e28d2c3525b52	SAMN12684770
54bd89b447bc8d478acf7c75aa65cf55	SAMN12684770
54e36ff9709d3ae013cbd5f9c78113cf	SAMN12684819
550d2e8fbc92122dc25ff7d291f52ac5	SAMN12684770
55120e170b0a7deaf1018b65a717c9b9	SAMN12684770
552a42fe946bd10def04d32af880b42c	SAMN12684770
552cfc7f5a2b0dd02741c7d2d6807354	SAMN12684770
5537a2825a7712e00b167b59c3b82865	SAMN12684770
5548e2a9a206dc1c4535cd43c597386d	SAMN12684819
55573e9d5dbfa2be7aa2433a7c90d5a9	SAMN12684770
5597f17706acd0807d8c962343d399a6	SAMN12684770
55b5a28d5fabc05df7c3ea6b2713fdd5	SAMN12684819
55c9ec6b230c92261dd877a1e43e92dc	SAMN12684770
55ce6c3405bd8edc76932004ed50d81f	SAMN12684770
55d3bbf33519f561205f0ae38aafcf98	SAMN12684770
56074fbaa8dde99453bbd938a7d4186e	SAMN12684770
560afe9d29348a4dc94a26e251713052	SAMN12684770
560c95758ce4278a51eed882e9241100	SAMN12684770
563430c218737e7c8158eb0b261688f7	SAMN12684819
56352158b18acfdbcc649b0549b42903	SAMN12684819
564e9be60102b2d6830982fc27f8c60e	SAMN12684770
565dfea730b7912c5a425a3009edf430	SAMN12684770
5677fabc162514809f058157d9651da1	SAMN12684770
568db0ca920a39832ba5df06598826cd	SAMN12684770
56b64eac4d338e6e8524e26d628f0b7f	SAMN12684819
56bc3f946e8cc698408265771085528e	SAMN12684770
56dc8586fc8a592182b007e30427d72f	SAMN12684770
56e6d1f6e07bfae8bbdc6995baebf372	SAMN12684770
57193492c5d33b66f01aa2a1a0a19151	SAMN12684819
57249b553f081ca104fa047b3aecbd28	SAMN12684770
57354f202b42aa350bffe484f4a16fe4	SAMN12684770
573e2a7dc828212b9748b5a4886cc227	SAMN12684819
575e5e994db3670e2334b2cee49715f4	SAMN12684770
57718a12210a815fc62781ff656b69fb	SAMN12684770
5785969ce9d1ef5fc2ed53267ce74c81	SAMN12684770
578bb5ec168ebaed3a50c33194ddd245	SAMN12684819
57c3fcb4cbf52255734157760d5055e7	SAMN12684770
57da7744d2ac682bdcf76d49595dea68	SAMN12684770
5815810e1ee780cca71bc1baa2549d6e	SAMN12684819
581927d12f649524ffbcb2c584d2d85f	SAMN12684770
5831351305356182eadd3bc9895b8c6d	SAMN12684770
583146c5f832d3a1e4ba84a8bfbe9f85	SAMN12684770
583f8def59ef6729376643ed8529cac1	SAMN12684770
58438d0f4df028ab91584d3936c190c9	SAMN12684770
58458bb4ec7641492a54e6bd7afd625b	SAMN12684770
585c79e390a7932254f353a68aa03d3b	SAMN12684819
5870a439fef91889678abe4fe4328cfa	SAMN12684770
587ef526aec5c82e4af3b0c59109d0bb	SAMN12684770
58839e7650d7dab46f2b27c90530b6ac	SAMN12684770
5883dc89f36496b8c50deed2692d451d	SAMN12684770
58961e2080a7a0266aee85ae46e1016f	SAMN12684770
5896a186f664bb2739d9624535021ebe	SAMN12684770
58989fe7c91d562da80a669b46984e53	SAMN12684819
589c5ecadea5b07ee923d43e2fe6dc96	SAMN12684770
58d864dbac82260af076d11a35a31f1e	SAMN12684770
58dda3cabdeccc368913288fa4f2d8f6	SAMN12684770
58e38f9b74d704546a092c80e541d738	SAMN12684819
58eeb0beb6271f491722cf9c8cb15ef5	SAMN12684770
590b5982361e5598ff478ef54a292bea	SAMN12684770
5912afdce7bd6f5753e3f895cc5279ba	SAMN12684770
593814ce672e75af37e4488ca43f7088	SAMN12684770
5942fffd54c2cb734c7f41912ac1032d	SAMN12684770
594f5825678403223a1bf934a5f9f1f2	SAMN12684770
5952da28142b2f695a3cdb400674bc6e	SAMN12684819
597a4655d8f8eefe5698054a417dbe10	SAMN12684819
5998aa55a887993355adf854b1742433	SAMN12684770
59abf134cbc0f59e4431aba8aa755ba5	SAMN12684770
59b639bb784d0ea652e461663ac941d1	SAMN12684770
59b7cc6b6421ed45964fcf019cb8272a	SAMN12684770
59fdd5fd0d6a7cf04e8cba4f0f02f1ce	SAMN12684770
5a102207bfeeea196d3fdcb11fb217a2	SAMN12684770
5a2368f3a7538038c5f903cbb5e83177	SAMN12684770
5a63bfd84f21669f6cfcb15d71338c8f	SAMN12684819
5a648ab8ad2f059c6efafa9faf3c5d04	SAMN12684770
5a656f1206f59498c42a7a347cd95e53	SAMN12684770
5a72497380dd77ffe28d8b73b7f81dbd	SAMN12684770
5a73d3fba0ac95460fc875f2d26e57e5	SAMN12684770
5a8274ad8b235553e40a32414e5593e9	SAMN12684770
5a84e688fb36947ef28bf189489b1990	SAMN12684819
5a8a3739071a947fc4636acb0f5d0147	SAMN12684770
5a92acda7e89a411006aea3f5f3c0219	SAMN12684770
5a96606701af7cc37d0c181bfbaf7c6b	SAMN12684770
5a96f10a62fedd6bbb210e4bd47d520e	SAMN12684819
5aaabef6ce71d572f13f02570e18ced8	SAMN12684770
5ae85b988e5f5ea8890713becd722c3b	SAMN12684770
5affdbb3482b20f51b15efb149e2b253	SAMN12684770
5b0296a0ffd0c5d536436c97398dd85a	SAMN12684770
5b1a3ef0c97c581ac0823076bfe631c0	SAMN12684770
5b269c80ee3129d75eb99017dc63c4a6	SAMN12684770
5b5e2b51ef1b459d27c5eaa93ef36fab	SAMN12684770
5b6c7636be6e89b80b37aab68b6190ad	SAMN12684770
5b726d95b1765d8e6a2693ab16f7e10c	SAMN12684770
5b95e83bb5fc6e05d530ea4ea0e46570	SAMN12684770
5ba28e8e3804702d4a08ac78531f637f	SAMN12684770
5bea8fa5199adc163ad471bf19c3b4da	SAMN12684770
5c07628c4f3d879a6c2162a4f0cff608	SAMN12684819
5c14ecd7684571e730ec7510dc69c146	SAMN12684770
5c1d35d35640213669bf0f6ad7ee01cf	SAMN12684819
5c6ab9fdf6fe13d4841fd67193210eb6	SAMN12684819
5c78314ff92e6fec9aa07acc1fa0dc24	SAMN12684770
5c9561f8de2603b1d664ea827d549b3a	SAMN12684770
5c9b24dbd339627be10b09e3973910de	SAMN12684770
5caa55cb118074c90e184ee45ce26151	SAMN12684819
5cc23bfb4d626e25ca05b23f2deae6c1	SAMN12684770
5cd563d5e3583e8a33784ca8a74dd2b4	SAMN12684770
5cdaa68c383159d1a370c8585b125698	SAMN12684819
5ce70f0aa6c08812e14a1ce941bea975	SAMN12684819
5cebdfd89e8e75cb5b6b060a138cc6ae	SAMN12684770
5d1026ebb1d233774abbb79d507f00b1	SAMN12684819
5d2e5271d77f3a6463e84d46a8259b29	SAMN12684770
5d43193510dcfc271515226b6c5a83d3	SAMN12684770
5d8bb74296e0af15c738d6049be7eaf8	SAMN12684770
5d9cedbdb057f48c343777ee2ec52a7d	SAMN12684770
5da7c283bcf5cd326b2c42b34402bdcc	SAMN12684770
5dbc49d14ee37bc8d1b99e803f13a440	SAMN12684770
5dc68c0276c9347573ab8621cc522515	SAMN12684770
5ddab77890c054a5503f20a909d5ee6a	SAMN12684770
5dedb2c19b26d320ea79c0d6c63c549d	SAMN12684770
5df2285a942495191db9e920c178c31e	SAMN12684770
5dfcc8d8e49410c291da31755c68744b	SAMN12684819
5e0506c297f491f57e5443aa4a0eb564	SAMN12684770
5e0a91112d6ab0bbec3a08c52498b936	SAMN12684819
5e1d1a00a10124b413eeb87dae92337f	SAMN12684770
5e59342455343bc65fa4c28d01b5a97a	SAMN12684770
5eafd43031e2e2a5db13477759b7856e	SAMN12684770
5eb24d332516d6250e00ec8dd7231a96	SAMN12684770
5eb70255b61065ff2f8ec220b809d041	SAMN12684770
5ee6b03bdbb71eea3dbbe018ecfdeee9	SAMN12684770
5f2d0b071b905d6276e92dfb12a96d62	SAMN12684770
5f536829c04b3876bcc7a82a7ac4ec2c	SAMN12684770
5f53c8df8cd0c99bf707487a2297d53e	SAMN12684770
5f6497b3c11e4b8b281ca50473ccdaa1	SAMN12684770
5f7995e6b7b7ce943ef617d30e1c0580	SAMN12684770
5f83202915e9addb55c4d2a9a4d95279	SAMN12684770
5fa193ad4ed055d90048bed046ed13d3	SAMN12684770
5fb9b5dea28d25a5cb4dd2f9bf3c3706	SAMN12684770
5fdd5e3ae77813e15dbd69558edf391e	SAMN12684819
5fe8d0b7448f5e3028eb3b43bd84dd26	SAMN12684770
5ff0e160268fb9fe91be2c7e8989b60f	SAMN12684770
5ffe2344283c5684cb506c654acb4512	SAMN12684770
6003b5cfa96050403c69b31b1a926733	SAMN12684770
602cde605868d2b2227e871b85fa7074	SAMN12684770
604c5f6e088bd330cefb2b17d075b9e8	SAMN12684770
6056e97d0487023abb8c97c7c717d48f	SAMN12684770
605f2edbd849a5672476a15826ed10e9	SAMN12684770
606ff77919ff326accda9a2f6373f626	SAMN12684770
60aef2690f6ccd21b01380afdda2d21d	SAMN12684770
60f4ed1471099d575f950073bf6d3b8d	SAMN12684770
60f5464023184c2e3c5e28d3efb8a248	SAMN12684770
613ce9d6f27bce5e7e326b7693b21f36	SAMN12684770
61582a44fa5e4a601c6114ea24538121	SAMN12684770
616f9ba8b1ae55b0b035ff6e9dd9c4bd	SAMN12684819
618c86ee8d3d2bfd24fa6b887614ccd7	SAMN12684819
61925d79b9486ae40d0968a8f6b5f14b	SAMN12684770
61a9c25cecf9c907856606cdee8b8408	SAMN12684770
61b123a037761c5058967965077f431e	SAMN12684770
61e4eb8b34e8191dd37040817db9fafd	SAMN12684770
61e9f9c944de616b394d94884082bd80	SAMN12684770
61f50996d83604948454692639e4a201	SAMN12684819
6215392df8c927d792f362433a3dfea8	SAMN12684819
621978d7ff236f2d1a1d5253cbf28879	SAMN12684770
623e6d34b3efcd2c05fb1414c1111ab4	SAMN12684819
626575d7e9d903cfdb9792122e180195	SAMN12684770
627af7d9581a6adf6c2bcb87e3184ec6	SAMN12684770
62985784d8a6828f251693b417fab033	SAMN12684770
62b5bbd587153f16d169160e41c9beec	SAMN12684819
62c5e30cc12c03281b7543055ae77db1	SAMN12684770
62cbd0c72e688d0d94ac52e69be3f484	SAMN12684770
62eea676615b6dffcf4d150501978f86	SAMN12684770
62f95b03663193b79356053512ff5724	SAMN12684770
631458a103290be14a941e9f8acd660a	SAMN12684770
63151d0712c20cd0414523f480bf84df	SAMN12684770
632e3557171eb67962885a9ab7c94110	SAMN12684770
63513a7fad6607aaf9824052cfef3950	SAMN12684770
6362f5aa7983a782965399e879f5c9d4	SAMN12684770
63657f317e55c9ca0e3317acd98f5721	SAMN12684770
63856da4ff4ed3ae4bf8ba4156c460e1	SAMN12684770
63ceae584a5d96ff20183c7d2415cc96	SAMN12684770
63d9019d1f47c8dd698e107778aa747f	SAMN12684770
63e31d4055204fd4441d820ee33f999c	SAMN12684770
63ee47a462e19b1800f1b674507bb722	SAMN12684770
63f1f30ee6d3b934fd99065361b20c17	SAMN12684819
63f879c25161f543756f019fe873078b	SAMN12684770
63fbe4b801fbbee2455f76fbbe6392b9	SAMN12684770
6405c96d93f9df2759cd153353c24273	SAMN12684770
641abfdad37d6a4c3a8c29a9f5c4e2b6	SAMN12684819
6421414c826e17d54a0cb1b2f2cfc650	SAMN12684819
645e50a984d275b3162c69bc408c7490	SAMN12684770
6467804673984d1c2375c3967f516b98	SAMN12684770
6474eea6d0586902245f8ea7a4dbdcb6	SAMN12684819
647563c6858e90bf9e0a989e2748a284	SAMN12684770
647bcabebc70960094b29139c118ec60	SAMN12684819
648c2033508f130b9a5bd6c43cd79e07	SAMN12684770
64a77a441ef4a567beabd1363b2cb5d3	SAMN12684770
64f9f0fc6b4d8b5d728bab2bac4bd214	SAMN12684770
6515fcd04b2a2557ef3caf2a244b42b8	SAMN12684770
65185a7026debe2d6e0dfd659c4f218b	SAMN12684770
65199b4aec87db7226345649308fb874	SAMN12684819
651d0ac2c471010e5c3e55288df1a2f1	SAMN12684770
6521fb4bae798fb1335330c1748f6b1c	SAMN12684770
653500d89d92cb746844fa6df75e7fac	SAMN12684770
65378abfdc57b9e627da6f1422e518d2	SAMN12684770
653dc6fab93efad8a3cf6e26a7904f4d	SAMN12684770
654254e3b58f0cf6c3bce66402b7a95a	SAMN12684770
6548c107d743e9835d75ee26506c7ac5	SAMN12684770
6554296d8377cbc38a145e141c55ad6e	SAMN12684770
6572c89fb03e7bba02852ba476208708	SAMN12684770
65850ca15b5795c8ddacf84412617cdb	SAMN12684770
65a88363a51967a47d0cd3f51da1039d	SAMN12684770
65b1574349ac84375aad16ec438342a8	SAMN12684770
65c3a03af525c9b19fefad0249d7ee91	SAMN12684770
65d112bdc636c73862e86c4bac28b9a3	SAMN12684819
65e6af13502e7a7a1bc335a952d68ccd	SAMN12684770
65e77289f7fafa81ea6846db9256c082	SAMN12684770
65f2de03dcc4c9cab5317f7871608343	SAMN12684770
660251bba3f66cbfe4562d43e4906551	SAMN12684770
6610ec73d0fa8c974cfbae93f806507b	SAMN12684770
668f405b44ecd1a5de9d3b9d840f4b5a	SAMN12684770
66d03c16701e8f62f08c398755af6737	SAMN12684770
66e7532d8e7a9f9a086610543c47bdb1	SAMN12684770
66e85acafd7cacba47e8d520f2c4ddcc	SAMN12684770
66e8c7bd0fbfaacb959cba648a64a83c	SAMN12684770
66eafa115fb227f76d6edef20b19efd7	SAMN12684770
66eda31fee373fcdf69071404c8a397d	SAMN12684770
66ee346531069d8cf119ca81ef1d376e	SAMN12684770
66f262ff60de35d8f5bf45f30697bca1	SAMN12684819
6702b68ce6a4f1d6cd1c517166035bd1	SAMN12684770
673177712a9a32b0b55b6ee79f87f33d	SAMN12684770
673992b26d7693b8d824df74ad4a1aa6	SAMN12684819
6756068cdbda494d0f5dd72ae93c6b91	SAMN12684770
675bd1d9e61ece2d1db85e7e4eee586f	SAMN12684770
676c832c29882cdb0dbb03fc8e9163d9	SAMN12684819
677fd15b55e933f5d654d15736414fe0	SAMN12684770
67af960f140ad1855ce5dc6f21f1c664	SAMN12684770
67bd5fde4fb1b14c45981a6c98396529	SAMN12684819
67c14e83a82dd4fdc804dae385227f06	SAMN12684770
67dd380a2ce4bcda901c305f312afdc3	SAMN12684770
67ef04b1ea890df26982184d11e75cd9	SAMN12684770
67faf3d14da09d5874343cc475be21c0	SAMN12684770
6822302afb27896f34e94d804a90a263	SAMN12684770
683781a92ed41674b436e9ac43ee3a30	SAMN12684819
68561af1aa27608d06bad39a40834264	SAMN12684770
68610261c0c8e8adc5f135b112cf088f	SAMN12684770
686f14bbeaf862dccfc0021360cb4014	SAMN12684770
6881856653cb696328780d19daef8770	SAMN12684819
688d09187ee01a138149b90ec282eb28	SAMN12684770
68bd0c393cfda36a47958a1f87fb3f1f	SAMN12684770
68c4d90a19e93187db12abf94c10d11c	SAMN12684770
68c59aa5fe18aeffdcce7232d16f78d0	SAMN12684819
691dc142031a40c1198596975601fa42	SAMN12684770
692ae572ee84906120d0f92ef434021f	SAMN12684819
6934d237d78d8705a6f7ec62bc902ab1	SAMN12684770
694735de3e20a62909f9dcd8cea97659	SAMN12684770
694806f2126bd6a97a480e6bb8bb1c8f	SAMN12684770
69509edac0b9611dedb1034d3e054b22	SAMN12684819
69575a8ad7e18682f325e240f546ea07	SAMN12684770
695fa103809758289d4e8dcda5edd490	SAMN12684770
6981a0edbbb3f7d4c4ec95dc886816a8	SAMN12684770
6989764fbd351880e2270d4b5c301cc1	SAMN12684770
698a08f90a87819d3f2a8102433d53c6	SAMN12684770
698cf8620976dc8801133b204ce527ec	SAMN12684819
6995a1c44124cce6830d10d4c6f0a0c0	SAMN12684770
69a2cc0a7cf7891309ad958f4dacd5dd	SAMN12684770
69aa9ae865b2e491c166b4e7f3818fb1	SAMN12684770
69c13bdd9bb1209a0fc6b435a4fdd155	SAMN12684819
69dd4876c8bf0832bcf42993df6a0c67	SAMN12684770
6a1136bc4c73a32e5c5e3e1427c51677	SAMN12684819
6a232357333e0b8e039103f61fac5dbe	SAMN12684770
6a357ebe7c5ec6cac2bc96f06a7139b3	SAMN12684770
6a72595c2e0e010d6bb858a35447220b	SAMN12684770
6a99f1927b50b2810cd067766be96576	SAMN12684770
6a9f70326d5a0b316b54e34802d5838b	SAMN12684770
6ab42844abc805622801ef1feb3391d2	SAMN12684770
6ae46ca325a93dbdda6d6d4dccad75cb	SAMN12684770
6aecbcbd4044b95475adc78f9070052d	SAMN12684770
6aef4d9f080dde6880faa2bb7f6a6057	SAMN12684770
6b08f2e410e1901dcd3dc1273c96493f	SAMN12684770
6b1012bb73928ce1960e26cac0b61b44	SAMN12684770
6b40b405d03a9a2e270089fc37afaad6	SAMN12684770
6b4a331e242986c3b2f8f039de189964	SAMN12684770
6b51c468f4af467ddba8c54e13d33c0c	SAMN12684770
6b5c1852a6c3d6a7edaa086960555b65	SAMN12684770
6b5c41e4adbbb8780340bd9682c87bf2	SAMN12684770
6b6766b6d24645526a89bc42c5d87bfa	SAMN12684819
6b8c52176ced5dcd6f0204b3e61a6bdc	SAMN12684770
6b8f1558c1ffd63d41fac6eea64ecee9	SAMN12684770
6baaf687a0e9b8d3915c3a9f7165724c	SAMN12684819
6bc7f5378010b31c83077c548aadccd9	SAMN12684770
6bdbf278e1be305ec9e4cb67ac010e29	SAMN12684770
6c18f1afa6f7645fd8ce3ef7028c033d	SAMN12684819
6c27dcd6f007a12b5b9442d4a043af67	SAMN12684770
6c2b1bf9c64a072a17d661c2683366a9	SAMN12684770
6c37054b33c20c774df1ee6be7aa20ba	SAMN12684770
6c3879b4580ae10972f711ea04429cf5	SAMN12684770
6c3dcca732a9af8e61f24e247ed2bb5b	SAMN12684770
6c4bc79c42acfb1e08f4b133a3235539	SAMN12684770
6c6feedd3287a0373520cb90ce1584d2	SAMN12684770
6c704f1cbd945a8ac0e38161af5f3f1e	SAMN12684770
6c8dd060c1bdd03b34fc1d66536b16a6	SAMN12684770
6c990a0114d9cd0fb21a14cf77f40313	SAMN12684819
6cf4b783ff4f2ca69e66d7f009656073	SAMN12684770
6cfee268e64ba6da1ee394e0b4370742	SAMN12684819
6d19033aef0842ecf59f26bc18cd3b7a	SAMN12684770
6d3bfdd9389d9d0fc7defa36b71eb26c	SAMN12684770
6d851525e9a542b6a2222cac68caf8d8	SAMN12684770
6deea007e147220ecba7a7f44228384f	SAMN12684770
6df078a2a2dd9c302bc8c2f0c611b0b2	SAMN12684770
6e009cce27193f9b67d27c96c36a1396	SAMN12684770
6e10848dbc3198d782d23bc23b158a9d	SAMN12684770
6e10944d32eefa9d1235d3f7e2ee8b0f	SAMN12684770
6e15b05c23f42a067b170078aa01cb50	SAMN12684770
6e390893e27bde4069376d58ea99a36d	SAMN12684770
6e3a47e9f992e7ee5d8a32dbd0a5cf6e	SAMN12684819
6e3ee01627dc25b37d6bea6a1dbccfae	SAMN12684819
6e615e91f89cd52f1a7e3ba37522bb07	SAMN12684770
6e8bd96dc86fa71c91d9c84662a97171	SAMN12684770
6eae2ac792a2ea622a72e9173cf1239b	SAMN12684770
6eb7dcfcaac86203ecd60860232241c1	SAMN12684819
6ede3dcd29f49b293a8d94a81f87fd03	SAMN12684770
6ee898cfde88a286c863ea04adde5ba9	SAMN12684770
6ef48231ad58ae76a7a936aaf6c08f7d	SAMN12684770
6ef6e8cdb1c6933c9f42e6002e39ed99	SAMN12684770
6ef7ceffd031a507b666c2e318556290	SAMN12684770
6ef90034551e378d76da969c75821e38	SAMN12684770
6ef9bf4a53b34942e803f87c0e9f7706	SAMN12684770
6f0a2cc60e4d4464edb25373e4f96a6c	SAMN12684819
6f34d4296cdd2a646793301a8aa4311e	SAMN12684770
6f40c66e24a2ec0c5fb2408b6ac202ce	SAMN12684770
6f426522ccf1ab4ff96136c375265b21	SAMN12684770
6f9287be32580a080337604e01fcd6b0	SAMN12684819
6f9998741073e83a1d80be387268080f	SAMN12684819
6fa71c36da1810ad2970824c632d46c7	SAMN12684819
6fc3959ce7a513a8e453589520afe1d6	SAMN12684770
6fc9cb02a56ec034610faae068fb1841	SAMN12684819
6fd691f500ca89bd9bfe801bfe58d3d4	SAMN12684819
6fe5ddc9efe743f830a01cc250173175	SAMN12684770
7002c8a660ec24393f39aaeb292c607f	SAMN12684770
7035b085d07aca673a7a480dd84eb296	SAMN12684770
7038bfafb64551200054cf8c7044925c	SAMN12684770
704dddad541eb5132d88dc46e618d640	SAMN12684770
70645cbdf8ad228d011d7567d8dbde60	SAMN12684770
70747e9e23b99466fd95db212a0f6652	SAMN12684770
7082f2c9e681052e49a70fa60f650861	SAMN12684819
70a5c358a322ca009642e7b2db844870	SAMN12684770
70d6c40552c919e0013b2678799a82d7	SAMN12684770
70d70f5686657a850775c786fddc5f95	SAMN12684770
70dc808c02c5fe0fd88b747b98448727	SAMN12684770
70e5747414dbc6a0a9924efefb096ea6	SAMN12684770
70f38e28a66fa94e7e13758b411c56ac	SAMN12684819
7105f0810af89b261e88324daa87514d	SAMN12684770
71209865805e3639721e298704c40bca	SAMN12684770
71263ea03d10d7e5be65be6370758342	SAMN12684819
71411f4d844dfcc7b4988a306d851178	SAMN12684770
71931ce2723810b06abea6e361a7ae0e	SAMN12684770
719ea64797f6b1863881e4fd3439a35d	SAMN12684770
719f7562eb0c152edc0d2b5612576939	SAMN12684819
71a3c592da1e4617d232173fa0622eca	SAMN12684770
71a448567e23cf4f788c3d69b9291bd0	SAMN12684770
71ba40b7ab4d6df5aba501d699c73aea	SAMN12684770
71bb629844d718272f7eb8b1fea23ace	SAMN12684770
71bc08e43e83c3b7057bf39cdb8a3457	SAMN12684770
71bc85d38cd7c7d2bdb6ece0f44feb51	SAMN12684819
71cab33700101a586eebc63ca7fdc083	SAMN12684770
71dcf345701a19708c40cdcf22c62a02	SAMN12684770
7203edf68c69d63cb75056b6905f572d	SAMN12684770
720d8318a2656866712da5ab7634d1d0	SAMN12684770
721e5ec02f59649995a38ffbf1170941	SAMN12684770
723ceb2da84521f4ba9a263ec0761424	SAMN12684770
72443cf0393f9089dedf81cfad626930	SAMN12684770
7256545a8021c43fdb918c704ca88f15	SAMN12684770
726b527650879975543fd45b56a1aae2	SAMN12684770
726d7da689dd7a675f8e8ee636eb9268	SAMN12684819
7281db9925d6d25808f7feacd3428406	SAMN12684770
729fbe9a2270622a2e85c6b26cf41f8b	SAMN12684770
72ae8595589de343394b461e3ca916d9	SAMN12684770
72be6a9accd26113ba52ecb419d118c1	SAMN12684819
72c211684d98531995cefb7a64f2f4ff	SAMN12684770
72fd7b41e82000cef726a4cefc139bb9	SAMN12684770
72fd9853f4f822ee52018847fe165417	SAMN12684770
7326a49c22eda340b17fd6ebc830b5ca	SAMN12684770
7329738c351eed35756a1fc58f191acf	SAMN12684819
73459f5e75200bd88c68a29fa8090020	SAMN12684819
7349bf15848cb7acf7490ce34abf8403	SAMN12684770
73a975b0db10e8c4be9932acb1855d23	SAMN12684770
73bfcd2ae5e9bc8790ae5727b1b58775	SAMN12684770
73c4818971d75b68ecbca006a033c2c0	SAMN12684819
73e5052c7bf4834c41685f4847b0a519	SAMN12684770
73fa382f70a77b20d0590ba897035ee6	SAMN12684770
741f4f46dd75b9169a8994d51a1639f2	SAMN12684770
742bcf9be5f1cf1a5992661a65da8be4	SAMN12684770
743c6f7e896396cc47fde48d5a91fbaa	SAMN12684770
7448a0553bd5701b229535c25310bc71	SAMN12684770
745dad0c4df678ad166800618465ec92	SAMN12684770
74684456a5f9de42395ef02a5de0c1ae	SAMN12684770
747c929f17e3f7144263a9d39a0f558a	SAMN12684770
74b4a7847b19b6e29a1ccaa64364ad6b	SAMN12684770
74db6e3ccb87738fc242e7848f13be0a	SAMN12684770
74ee15f818f94e7867f7ad4a52ec51a9	SAMN12684770
75005f4ff0d00a689ece59c12f8377db	SAMN12684819
7518f19322a0e2cf2ec9e93a9c36301e	SAMN12684819
752136c982139cf27dffd2501f53f028	SAMN12684770
7522a715d587856b2ddfc6b490406309	SAMN12684770
752b5d328fe7191326780b57e7ec7fc8	SAMN12684770
754c2b04cdaa94bf0e466e482b30d3b9	SAMN12684770
755be67209c542b21cb6f2fd49b77f95	SAMN12684770
7585007f54f45677feb7db2f29f8ae80	SAMN12684770
75c09bffab43d84283c7d360c537ebb3	SAMN12684819
75cfafb504d88991e15df1c2fabbf5a4	SAMN12684770
75eb733b083476103f42e2dc108a2d90	SAMN12684770
75f0856081ca7e484b8f56d484c174bc	SAMN12684770
75fb468b31dc5fa3be14bcb900de3a0c	SAMN12684770
7630ac0fe0d05d414a2f168dd6a88c15	SAMN12684770
7630f3d6a248de0a314e37ffb54d62f1	SAMN12684819
763353253d1073f97703cc4efb8c5a3f	SAMN12684770
7651533209b2f717066adc753fd00db1	SAMN12684819
7658586b0fe32846e5bc5b534a869831	SAMN12684770
765e0d2456b8e09a1f0d1149d3ecd5f8	SAMN12684770
7673eaca77d1eedb04c65591b64ccfae	SAMN12684770
76a5166e8ed1a6449e6f4b174ef2d757	SAMN12684770
76ac8f99ab3e9b5e2c1d3f21b870e666	SAMN12684770
76c25f884f6d7b6a60e569e665221714	SAMN12684770
